Name,In.Out,sampledate,TOC.mg.L
Upperudsälv. Köpmannebro,Inflow,9/14/2007 0:00,5.5
Upperudsälv. Köpmannebro,Inflow,10/17/2007 0:00,5.2
Upperudsälv. Köpmannebro,Inflow,11/15/2007 0:00,5.7
Upperudsälv. Köpmannebro,Inflow,12/13/2007 0:00,5.7
Upperudsälv. Köpmannebro,Inflow,1/15/2008 0:00,5.4
Upperudsälv. Köpmannebro,Inflow,2/14/2008 0:00,5.7
Upperudsälv. Köpmannebro,Inflow,3/14/2008 0:00,5.6
Upperudsälv. Köpmannebro,Inflow,4/16/2008 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,5/15/2008 0:00,6.7
Upperudsälv. Köpmannebro,Inflow,6/12/2008 0:00,5.6
Upperudsälv. Köpmannebro,Inflow,7/14/2008 0:00,5.6
Upperudsälv. Köpmannebro,Inflow,8/12/2008 0:00,5.4
Upperudsälv. Köpmannebro,Inflow,9/15/2008 0:00,6.4
Upperudsälv. Köpmannebro,Inflow,10/9/2008 0:00,5.3
Upperudsälv. Köpmannebro,Inflow,11/14/2008 0:00,5.9
Upperudsälv. Köpmannebro,Inflow,12/11/2008 0:00,5.9
Upperudsälv. Köpmannebro,Inflow,1/21/2009 0:00,5.7
Upperudsälv. Köpmannebro,Inflow,2/24/2009 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,3/16/2009 0:00,6.6
Upperudsälv. Köpmannebro,Inflow,4/16/2009 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,5/14/2009 0:00,6.7
Upperudsälv. Köpmannebro,Inflow,6/17/2009 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,7/13/2009 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,8/12/2009 0:00,6.9
Upperudsälv. Köpmannebro,Inflow,9/15/2009 0:00,6.6
Upperudsälv. Köpmannebro,Inflow,10/21/2009 0:00,5.7
Upperudsälv. Köpmannebro,Inflow,11/16/2009 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,12/9/2009 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,1/15/2010 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,2/8/2010 0:00,6.5
Upperudsälv. Köpmannebro,Inflow,3/15/2010 0:00,6.8
Upperudsälv. Köpmannebro,Inflow,4/20/2010 0:00,6.5
Upperudsälv. Köpmannebro,Inflow,5/17/2010 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,6/10/2010 0:00,6.4
Upperudsälv. Köpmannebro,Inflow,7/12/2010 0:00,5.5
Upperudsälv. Köpmannebro,Inflow,8/17/2010 0:00,5.3
Upperudsälv. Köpmannebro,Inflow,9/15/2010 0:00,6.9
Upperudsälv. Köpmannebro,Inflow,10/19/2010 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,11/15/2010 0:00,6.5
Upperudsälv. Köpmannebro,Inflow,12/21/2010 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,1/13/2011 0:00,6
Upperudsälv. Köpmannebro,Inflow,2/17/2011 0:00,6.5
Upperudsälv. Köpmannebro,Inflow,3/16/2011 0:00,6.5
Upperudsälv. Köpmannebro,Inflow,4/27/2011 0:00,6
Upperudsälv. Köpmannebro,Inflow,5/12/2011 0:00,5.8
Upperudsälv. Köpmannebro,Inflow,6/22/2011 0:00,5.9
Upperudsälv. Köpmannebro,Inflow,7/19/2011 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,8/9/2011 0:00,6.6
Upperudsälv. Köpmannebro,Inflow,9/21/2011 0:00,6.9
Upperudsälv. Köpmannebro,Inflow,10/6/2011 0:00,6.8
Upperudsälv. Köpmannebro,Inflow,11/16/2011 0:00,6.6
Upperudsälv. Köpmannebro,Inflow,12/14/2011 0:00,5.8
Upperudsälv. Köpmannebro,Inflow,1/11/2012 0:00,5.8
Upperudsälv. Köpmannebro,Inflow,2/15/2012 0:00,5.9
Upperudsälv. Köpmannebro,Inflow,3/20/2012 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,4/17/2012 0:00,5.6
Upperudsälv. Köpmannebro,Inflow,5/9/2012 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,6/20/2012 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,7/17/2012 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,8/16/2012 0:00,6
Upperudsälv. Köpmannebro,Inflow,9/11/2012 0:00,5.9
Upperudsälv. Köpmannebro,Inflow,10/11/2012 0:00,5.5
Upperudsälv. Köpmannebro,Inflow,11/14/2012 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,12/13/2012 0:00,6.4
Upperudsälv. Köpmannebro,Inflow,1/17/2013 0:00,6.7
Upperudsälv. Köpmannebro,Inflow,2/14/2013 0:00,6.6
Upperudsälv. Köpmannebro,Inflow,3/14/2013 0:00,6.8
Upperudsälv. Köpmannebro,Inflow,4/16/2013 0:00,6.4
Upperudsälv. Köpmannebro,Inflow,5/16/2013 0:00,6.5
Upperudsälv. Köpmannebro,Inflow,6/19/2013 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,7/24/2013 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,8/7/2013 0:00,6.4
Upperudsälv. Köpmannebro,Inflow,9/11/2013 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,10/7/2013 0:00,6
Upperudsälv. Köpmannebro,Inflow,11/13/2013 0:00,5.8
Upperudsälv. Köpmannebro,Inflow,12/18/2013 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,1/15/2014 0:00,6
Upperudsälv. Köpmannebro,Inflow,2/6/2014 0:00,6
Upperudsälv. Köpmannebro,Inflow,3/10/2014 0:00,6.4
Upperudsälv. Köpmannebro,Inflow,4/10/2014 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,5/22/2014 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,6/18/2014 0:00,6.3
Upperudsälv. Köpmannebro,Inflow,7/9/2014 0:00,6.2
Upperudsälv. Köpmannebro,Inflow,8/4/2014 0:00,6
Upperudsälv. Köpmannebro,Inflow,9/17/2014 0:00,5.7
Upperudsälv. Köpmannebro,Inflow,10/15/2014 0:00,5.6
Upperudsälv. Köpmannebro,Inflow,11/19/2014 0:00,6.1
Upperudsälv. Köpmannebro,Inflow,12/10/2014 0:00,6.1
Gullspångsälv. Gullspång,Inflow,1/17/2000 0:00,7.7
Gullspångsälv. Gullspång,Inflow,2/14/2000 0:00,6.6
Gullspångsälv. Gullspång,Inflow,3/13/2000 0:00,7.6
Gullspångsälv. Gullspång,Inflow,4/10/2000 0:00,7
Gullspångsälv. Gullspång,Inflow,5/16/2000 0:00,7.2
Gullspångsälv. Gullspång,Inflow,6/13/2000 0:00,7.2
Gullspångsälv. Gullspång,Inflow,7/18/2000 0:00,7.7
Gullspångsälv. Gullspång,Inflow,8/14/2000 0:00,7.7
Gullspångsälv. Gullspång,Inflow,9/12/2000 0:00,7.6
Gullspångsälv. Gullspång,Inflow,10/16/2000 0:00,7
Gullspångsälv. Gullspång,Inflow,11/13/2000 0:00,7.5
Gullspångsälv. Gullspång,Inflow,12/11/2000 0:00,7.9
Gullspångsälv. Gullspång,Inflow,1/15/2001 0:00,8.4
Gullspångsälv. Gullspång,Inflow,2/12/2001 0:00,8.3
Gullspångsälv. Gullspång,Inflow,3/14/2001 0:00,8.6
Gullspångsälv. Gullspång,Inflow,4/9/2001 0:00,7.8
Gullspångsälv. Gullspång,Inflow,5/14/2001 0:00,8.1
Gullspångsälv. Gullspång,Inflow,6/18/2001 0:00,7.5
Gullspångsälv. Gullspång,Inflow,7/16/2001 0:00,6.7
Gullspångsälv. Gullspång,Inflow,8/13/2001 0:00,8.3
Gullspångsälv. Gullspång,Inflow,9/18/2001 0:00,7.3
Gullspångsälv. Gullspång,Inflow,10/15/2001 0:00,7.9
Gullspångsälv. Gullspång,Inflow,11/19/2001 0:00,7.4
Gullspångsälv. Gullspång,Inflow,12/10/2001 0:00,8.5
Gullspångsälv. Gullspång,Inflow,1/14/2002 0:00,8
Gullspångsälv. Gullspång,Inflow,2/11/2002 0:00,7.4
Gullspångsälv. Gullspång,Inflow,3/13/2002 0:00,7.4
Gullspångsälv. Gullspång,Inflow,4/15/2002 0:00,8.3
Gullspångsälv. Gullspång,Inflow,5/15/2002 0:00,7.5
Gullspångsälv. Gullspång,Inflow,6/10/2002 0:00,7.3
Gullspångsälv. Gullspång,Inflow,7/16/2002 0:00,7.9
Gullspångsälv. Gullspång,Inflow,8/12/2002 0:00,7.2
Gullspångsälv. Gullspång,Inflow,9/17/2002 0:00,7.2
Gullspångsälv. Gullspång,Inflow,10/7/2002 0:00,7
Gullspångsälv. Gullspång,Inflow,11/12/2002 0:00,6.5
Gullspångsälv. Gullspång,Inflow,12/16/2002 0:00,6.7
Gullspångsälv. Gullspång,Inflow,1/14/2003 0:00,6.7
Gullspångsälv. Gullspång,Inflow,2/19/2003 0:00,6.2
Gullspångsälv. Gullspång,Inflow,3/17/2003 0:00,7.4
Gullspångsälv. Gullspång,Inflow,4/14/2003 0:00,6.8
Gullspångsälv. Gullspång,Inflow,5/12/2003 0:00,7
Gullspångsälv. Gullspång,Inflow,6/16/2003 0:00,7
Gullspångsälv. Gullspång,Inflow,7/24/2003 0:00,6
Gullspångsälv. Gullspång,Inflow,8/18/2003 0:00,6.1
Gullspångsälv. Gullspång,Inflow,9/15/2003 0:00,6
Gullspångsälv. Gullspång,Inflow,10/6/2003 0:00,6.6
Gullspångsälv. Gullspång,Inflow,11/17/2003 0:00,6.8
Gullspångsälv. Gullspång,Inflow,12/16/2003 0:00,6.4
Gullspångsälv. Gullspång,Inflow,1/12/2004 0:00,6.9
Gullspångsälv. Gullspång,Inflow,2/10/2004 0:00,7
Gullspångsälv. Gullspång,Inflow,3/15/2004 0:00,6.3
Gullspångsälv. Gullspång,Inflow,4/13/2004 0:00,6.1
Gullspångsälv. Gullspång,Inflow,5/17/2004 0:00,6.6
Gullspångsälv. Gullspång,Inflow,6/15/2004 0:00,6.7
Gullspångsälv. Gullspång,Inflow,7/12/2004 0:00,6.3
Gullspångsälv. Gullspång,Inflow,8/17/2004 0:00,5.8
Gullspångsälv. Gullspång,Inflow,9/14/2004 0:00,6.2
Gullspångsälv. Gullspång,Inflow,10/19/2004 0:00,6.1
Gullspångsälv. Gullspång,Inflow,11/15/2004 0:00,6.6
Gullspångsälv. Gullspång,Inflow,12/13/2004 0:00,6
Gullspångsälv. Gullspång,Inflow,1/17/2005 0:00,6.4
Gullspångsälv. Gullspång,Inflow,2/14/2005 0:00,6.7
Gullspångsälv. Gullspång,Inflow,3/14/2005 0:00,6.8
Gullspångsälv. Gullspång,Inflow,4/18/2005 0:00,7.5
Gullspångsälv. Gullspång,Inflow,5/16/2005 0:00,7.4
Gullspångsälv. Gullspång,Inflow,6/13/2005 0:00,6.9
Gullspångsälv. Gullspång,Inflow,7/11/2005 0:00,8.4
Gullspångsälv. Gullspång,Inflow,8/15/2005 0:00,6.7
Gullspångsälv. Gullspång,Inflow,9/21/2005 0:00,7.1
Gullspångsälv. Gullspång,Inflow,11/16/2005 0:00,6.6
Gullspångsälv. Gullspång,Inflow,12/14/2005 0:00,6.2
Gullspångsälv. Gullspång,Inflow,1/17/2006 0:00,8.1
Gullspångsälv. Gullspång,Inflow,2/7/2006 0:00,7.7
Gullspångsälv. Gullspång,Inflow,3/16/2006 0:00,7.2
Gullspångsälv. Gullspång,Inflow,4/11/2006 0:00,6.9
Gullspångsälv. Gullspång,Inflow,5/15/2006 0:00,7
Gullspångsälv. Gullspång,Inflow,6/20/2006 0:00,7.7
Gullspångsälv. Gullspång,Inflow,7/11/2006 0:00,7.4
Gullspångsälv. Gullspång,Inflow,8/9/2006 0:00,6.8
Gullspångsälv. Gullspång,Inflow,9/14/2006 0:00,7
Gullspångsälv. Gullspång,Inflow,10/11/2006 0:00,7.5
Gullspångsälv. Gullspång,Inflow,11/8/2006 0:00,7.6
Gullspångsälv. Gullspång,Inflow,12/19/2006 0:00,7.4
Gullspångsälv. Gullspång,Inflow,1/17/2007 0:00,6.3
Gullspångsälv. Gullspång,Inflow,2/13/2007 0:00,8.4
Gullspångsälv. Gullspång,Inflow,3/13/2007 0:00,8
Gullspångsälv. Gullspång,Inflow,4/16/2007 0:00,6.9
Gullspångsälv. Gullspång,Inflow,5/15/2007 0:00,7.4
Gullspångsälv. Gullspång,Inflow,6/12/2007 0:00,8.5
Gullspångsälv. Gullspång,Inflow,7/10/2007 0:00,7.7
Gullspångsälv. Gullspång,Inflow,8/14/2007 0:00,7.9
Gullspångsälv. Gullspång,Inflow,9/12/2007 0:00,7.5
Gullspångsälv. Gullspång,Inflow,10/16/2007 0:00,8
Gullspångsälv. Gullspång,Inflow,11/14/2007 0:00,7.9
Gullspångsälv. Gullspång,Inflow,12/12/2007 0:00,7.8
Gullspångsälv. Gullspång,Inflow,1/15/2008 0:00,7.3
Gullspångsälv. Gullspång,Inflow,2/13/2008 0:00,8.1
Gullspångsälv. Gullspång,Inflow,3/12/2008 0:00,7.7
Gullspångsälv. Gullspång,Inflow,4/14/2008 0:00,7.4
Gullspångsälv. Gullspång,Inflow,5/14/2008 0:00,8.1
Gullspångsälv. Gullspång,Inflow,6/11/2008 0:00,8.2
Gullspångsälv. Gullspång,Inflow,7/18/2008 0:00,8.3
Gullspångsälv. Gullspång,Inflow,8/21/2008 0:00,7.3
Gullspångsälv. Gullspång,Inflow,9/16/2008 0:00,7.3
Gullspångsälv. Gullspång,Inflow,10/14/2008 0:00,7.3
Gullspångsälv. Gullspång,Inflow,11/12/2008 0:00,8.2
Gullspångsälv. Gullspång,Inflow,12/11/2008 0:00,8.7
Gullspångsälv. Gullspång,Inflow,1/14/2009 0:00,8.2
Gullspångsälv. Gullspång,Inflow,2/18/2009 0:00,8.6
Gullspångsälv. Gullspång,Inflow,3/11/2009 0:00,8
Gullspångsälv. Gullspång,Inflow,4/21/2009 0:00,8.6
Gullspångsälv. Gullspång,Inflow,5/14/2009 0:00,8.3
Gullspångsälv. Gullspång,Inflow,6/9/2009 0:00,8.1
Gullspångsälv. Gullspång,Inflow,7/14/2009 0:00,7.9
Gullspångsälv. Gullspång,Inflow,8/12/2009 0:00,8.4
Gullspångsälv. Gullspång,Inflow,9/15/2009 0:00,8.5
Gullspångsälv. Gullspång,Inflow,10/15/2009 0:00,8.7
Gullspångsälv. Gullspång,Inflow,11/10/2009 0:00,8.6
Gullspångsälv. Gullspång,Inflow,12/15/2009 0:00,8.7
Gullspångsälv. Gullspång,Inflow,1/19/2010 0:00,8.7
Gullspångsälv. Gullspång,Inflow,2/9/2010 0:00,9.5
Gullspångsälv. Gullspång,Inflow,3/9/2010 0:00,8.4
Gullspångsälv. Gullspång,Inflow,4/21/2010 0:00,8.3
Gullspångsälv. Gullspång,Inflow,5/11/2010 0:00,9
Gullspångsälv. Gullspång,Inflow,6/8/2010 0:00,9.3
Gullspångsälv. Gullspång,Inflow,7/13/2010 0:00,8.5
Gullspångsälv. Gullspång,Inflow,8/18/2010 0:00,8.7
Gullspångsälv. Gullspång,Inflow,9/9/2010 0:00,8.3
Gullspångsälv. Gullspång,Inflow,10/13/2010 0:00,9.1
Gullspångsälv. Gullspång,Inflow,11/17/2010 0:00,8.8
Gullspångsälv. Gullspång,Inflow,12/20/2010 0:00,8.6
Gullspångsälv. Gullspång,Inflow,1/18/2011 0:00,9.2
Gullspångsälv. Gullspång,Inflow,2/28/2011 0:00,8.7
Gullspångsälv. Gullspång,Inflow,3/16/2011 0:00,9.1
Gullspångsälv. Gullspång,Inflow,4/14/2011 0:00,8.8
Gullspångsälv. Gullspång,Inflow,5/18/2011 0:00,9.3
Gullspångsälv. Gullspång,Inflow,6/9/2011 0:00,9.7
Gullspångsälv. Gullspång,Inflow,8/11/2011 0:00,8.7
Gullspångsälv. Gullspång,Inflow,9/29/2011 0:00,8
Gullspångsälv. Gullspång,Inflow,10/18/2011 0:00,8.4
Gullspångsälv. Gullspång,Inflow,12/1/2011 0:00,8.2
Gullspångsälv. Gullspång,Inflow,12/15/2011 0:00,8.3
Gullspångsälv. Gullspång,Inflow,1/11/2012 0:00,8.2
Gullspångsälv. Gullspång,Inflow,2/13/2012 0:00,8
Gullspångsälv. Gullspång,Inflow,3/22/2012 0:00,8
Gullspångsälv. Gullspång,Inflow,4/17/2012 0:00,8.2
Gullspångsälv. Gullspång,Inflow,5/24/2012 0:00,8.2
Gullspångsälv. Gullspång,Inflow,6/20/2012 0:00,8.7
Gullspångsälv. Gullspång,Inflow,7/26/2012 0:00,8.3
Gullspångsälv. Gullspång,Inflow,8/15/2012 0:00,8.4
Gullspångsälv. Gullspång,Inflow,9/17/2012 0:00,8.3
Gullspångsälv. Gullspång,Inflow,10/16/2012 0:00,8.4
Gullspångsälv. Gullspång,Inflow,11/22/2012 0:00,8.8
Gullspångsälv. Gullspång,Inflow,12/19/2012 0:00,9
Gullspångsälv. Gullspång,Inflow,1/17/2013 0:00,9.4
Gullspångsälv. Gullspång,Inflow,2/13/2013 0:00,8.7
Gullspångsälv. Gullspång,Inflow,3/25/2013 0:00,8.8
Gullspångsälv. Gullspång,Inflow,4/17/2013 0:00,8.8
Gullspångsälv. Gullspång,Inflow,5/27/2013 0:00,8.7
Gullspångsälv. Gullspång,Inflow,6/17/2013 0:00,9.1
Gullspångsälv. Gullspång,Inflow,7/4/2013 0:00,9
Gullspångsälv. Gullspång,Inflow,8/8/2013 0:00,8.7
Gullspångsälv. Gullspång,Inflow,9/17/2013 0:00,8.8
Gullspångsälv. Gullspång,Inflow,10/8/2013 0:00,8.6
Gullspångsälv. Gullspång,Inflow,11/27/2013 0:00,8.3
Gullspångsälv. Gullspång,Inflow,12/16/2013 0:00,8.4
Gullspångsälv. Gullspång,Inflow,1/14/2014 0:00,8.2
Gullspångsälv. Gullspång,Inflow,2/10/2014 0:00,9.1
Gullspångsälv. Gullspång,Inflow,3/10/2014 0:00,8.7
Gullspångsälv. Gullspång,Inflow,4/8/2014 0:00,8.3
Gullspångsälv. Gullspång,Inflow,5/12/2014 0:00,8.9
Gullspångsälv. Gullspång,Inflow,6/24/2014 0:00,9
Gullspångsälv. Gullspång,Inflow,7/8/2014 0:00,9.1
Gullspångsälv. Gullspång,Inflow,8/25/2014 0:00,9.1
Gullspångsälv. Gullspång,Inflow,9/18/2014 0:00,7.8
Gullspångsälv. Gullspång,Inflow,10/16/2014 0:00,7.6
Gullspångsälv. Gullspång,Inflow,11/25/2014 0:00,8.4
Gullspångsälv. Gullspång,Inflow,12/9/2014 0:00,7.9
Tidan Mariestad,Inflow,1/18/2000 0:00,14.3
Tidan Mariestad,Inflow,2/17/2000 0:00,12
Tidan Mariestad,Inflow,3/13/2000 0:00,10.6
Tidan Mariestad,Inflow,4/10/2000 0:00,11.3
Tidan Mariestad,Inflow,5/16/2000 0:00,10.8
Tidan Mariestad,Inflow,6/13/2000 0:00,8.5
Tidan Mariestad,Inflow,8/14/2000 0:00,17.5
Tidan Mariestad,Inflow,9/12/2000 0:00,9.4
Tidan Mariestad,Inflow,10/16/2000 0:00,11.1
Tidan Mariestad,Inflow,11/13/2000 0:00,16.4
Tidan Mariestad,Inflow,12/11/2000 0:00,15.6
Tidan Mariestad,Inflow,1/15/2001 0:00,17.7
Tidan Mariestad,Inflow,2/12/2001 0:00,10.6
Tidan Mariestad,Inflow,3/12/2001 0:00,10.1
Tidan Mariestad,Inflow,4/9/2001 0:00,11.6
Tidan Mariestad,Inflow,5/14/2001 0:00,12.3
Tidan Mariestad,Inflow,6/18/2001 0:00,10.1
Tidan Mariestad,Inflow,7/16/2001 0:00,7.8
Tidan Mariestad,Inflow,8/13/2001 0:00,6.9
Tidan Mariestad,Inflow,9/17/2001 0:00,8.2
Tidan Mariestad,Inflow,10/15/2001 0:00,10.3
Tidan Mariestad,Inflow,11/19/2001 0:00,11.6
Tidan Mariestad,Inflow,12/10/2001 0:00,12
Tidan Mariestad,Inflow,1/14/2002 0:00,8.4
Tidan Mariestad,Inflow,2/11/2002 0:00,13.7
Tidan Mariestad,Inflow,3/13/2002 0:00,12.5
Tidan Mariestad,Inflow,4/15/2002 0:00,10.5
Tidan Mariestad,Inflow,5/15/2002 0:00,9.6
Tidan Mariestad,Inflow,6/10/2002 0:00,12.2
Tidan Mariestad,Inflow,7/16/2002 0:00,14.4
Tidan Mariestad,Inflow,8/12/2002 0:00,16.8
Tidan Mariestad,Inflow,9/17/2002 0:00,8.3
Tidan Mariestad,Inflow,10/7/2002 0:00,7.3
Tidan Mariestad,Inflow,11/12/2002 0:00,9.5
Tidan Mariestad,Inflow,12/11/2002 0:00,11.4
Tidan Mariestad,Inflow,1/14/2003 0:00,7.8
Tidan Mariestad,Inflow,2/19/2003 0:00,8.6
Tidan Mariestad,Inflow,3/17/2003 0:00,8.5
Tidan Mariestad,Inflow,4/14/2003 0:00,7.7
Tidan Mariestad,Inflow,5/12/2003 0:00,15.2
Tidan Mariestad,Inflow,6/16/2003 0:00,10.2
Tidan Mariestad,Inflow,7/24/2003 0:00,13.5
Tidan Mariestad,Inflow,8/12/2003 0:00,10.7
Tidan Mariestad,Inflow,9/16/2003 0:00,7.7
Tidan Mariestad,Inflow,10/6/2003 0:00,7.4
Tidan Mariestad,Inflow,11/17/2003 0:00,8.5
Tidan Mariestad,Inflow,12/16/2003 0:00,11.1
Tidan Mariestad,Inflow,1/12/2004 0:00,13.8
Tidan Mariestad,Inflow,2/9/2004 0:00,11.9
Tidan Mariestad,Inflow,3/15/2004 0:00,8.8
Tidan Mariestad,Inflow,4/13/2004 0:00,11.1
Tidan Mariestad,Inflow,5/17/2004 0:00,8.4
Tidan Mariestad,Inflow,6/15/2004 0:00,8.8
Tidan Mariestad,Inflow,7/12/2004 0:00,13.2
Tidan Mariestad,Inflow,8/17/2004 0:00,19.9
Tidan Mariestad,Inflow,9/14/2004 0:00,12
Tidan Mariestad,Inflow,10/19/2004 0:00,9.7
Tidan Mariestad,Inflow,11/15/2004 0:00,12.8
Tidan Mariestad,Inflow,12/13/2004 0:00,16.4
Tidan Mariestad,Inflow,1/17/2005 0:00,12.7
Tidan Mariestad,Inflow,2/14/2005 0:00,10.3
Tidan Mariestad,Inflow,3/14/2005 0:00,9.6
Tidan Mariestad,Inflow,4/18/2005 0:00,13.1
Tidan Mariestad,Inflow,5/16/2005 0:00,12.2
Tidan Mariestad,Inflow,6/13/2005 0:00,18.1
Tidan Mariestad,Inflow,7/11/2005 0:00,13.4
Tidan Mariestad,Inflow,8/15/2005 0:00,10.4
Tidan Mariestad,Inflow,9/21/2005 0:00,8.4
Tidan Mariestad,Inflow,10/26/2005 0:00,8
Tidan Mariestad,Inflow,11/28/2005 0:00,10.7
Tidan Mariestad,Inflow,12/21/2005 0:00,17.8
Tidan Mariestad,Inflow,1/16/2006 0:00,9.2
Tidan Mariestad,Inflow,2/15/2006 0:00,7.3
Tidan Mariestad,Inflow,3/15/2006 0:00,8.1
Tidan Mariestad,Inflow,4/19/2006 0:00,14.3
Tidan Mariestad,Inflow,5/9/2006 0:00,15.8
Tidan Mariestad,Inflow,6/15/2006 0:00,13
Tidan Mariestad,Inflow,7/10/2006 0:00,11.3
Tidan Mariestad,Inflow,8/23/2006 0:00,8.6
Tidan Mariestad,Inflow,9/27/2006 0:00,12.3
Tidan Mariestad,Inflow,10/25/2006 0:00,13.3
Tidan Mariestad,Inflow,11/20/2006 0:00,15.3
Tidan Mariestad,Inflow,12/20/2006 0:00,16.5
Tidan Mariestad,Inflow,1/15/2007 0:00,14.1
Tidan Mariestad,Inflow,2/14/2007 0:00,14.4
Tidan Mariestad,Inflow,3/12/2007 0:00,14.3
Tidan Mariestad,Inflow,4/19/2007 0:00,11
Tidan Mariestad,Inflow,5/7/2007 0:00,9.7
Tidan Mariestad,Inflow,6/20/2007 0:00,11
Tidan Mariestad,Inflow,7/18/2007 0:00,24
Tidan Mariestad,Inflow,8/22/2007 0:00,19.7
Tidan Mariestad,Inflow,9/17/2007 0:00,12.9
Tidan Mariestad,Inflow,10/17/2007 0:00,16.1
Tidan Mariestad,Inflow,11/14/2007 0:00,12.5
Tidan Mariestad,Inflow,12/13/2007 0:00,16.8
Lidan Lidköping,Inflow,1/17/2000 0:00,15.3
Lidan Lidköping,Inflow,2/14/2000 0:00,11.7
Lidan Lidköping,Inflow,3/15/2000 0:00,10.1
Lidan Lidköping,Inflow,4/10/2000 0:00,11.2
Lidan Lidköping,Inflow,5/15/2000 0:00,12.5
Lidan Lidköping,Inflow,6/13/2000 0:00,13.7
Lidan Lidköping,Inflow,7/17/2000 0:00,17.9
Lidan Lidköping,Inflow,8/14/2000 0:00,14.6
Lidan Lidköping,Inflow,9/18/2000 0:00,13
Lidan Lidköping,Inflow,10/16/2000 0:00,13.4
Lidan Lidköping,Inflow,11/13/2000 0:00,14.2
Lidan Lidköping,Inflow,12/11/2000 0:00,13.6
Lidan Lidköping,Inflow,1/15/2001 0:00,15.1
Lidan Lidköping,Inflow,2/14/2001 0:00,11.3
Lidan Lidköping,Inflow,3/14/2001 0:00,11.4
Lidan Lidköping,Inflow,4/9/2001 0:00,10.3
Lidan Lidköping,Inflow,5/14/2001 0:00,12.5
Lidan Lidköping,Inflow,6/12/2001 0:00,13.5
Lidan Lidköping,Inflow,7/11/2001 0:00,11.5
Lidan Lidköping,Inflow,8/14/2001 0:00,11.7
Lidan Lidköping,Inflow,9/18/2001 0:00,11.6
Lidan Lidköping,Inflow,10/17/2001 0:00,14.8
Lidan Lidköping,Inflow,11/14/2001 0:00,14.9
Lidan Lidköping,Inflow,12/18/2001 0:00,11.5
Lidan Lidköping,Inflow,1/16/2002 0:00,11.1
Lidan Lidköping,Inflow,2/12/2002 0:00,13.4
Lidan Lidköping,Inflow,3/13/2002 0:00,12.3
Lidan Lidköping,Inflow,4/15/2002 0:00,11.5
Lidan Lidköping,Inflow,5/14/2002 0:00,10.7
Lidan Lidköping,Inflow,6/12/2002 0:00,17
Lidan Lidköping,Inflow,7/15/2002 0:00,18.5
Lidan Lidköping,Inflow,8/13/2002 0:00,15.9
Lidan Lidköping,Inflow,9/16/2002 0:00,12.9
Lidan Lidköping,Inflow,10/14/2002 0:00,11.6
Lidan Lidköping,Inflow,11/13/2002 0:00,10.8
Lidan Lidköping,Inflow,12/16/2002 0:00,10.3
Lidan Lidköping,Inflow,1/14/2003 0:00,10.7
Lidan Lidköping,Inflow,2/11/2003 0:00,10.2
Lidan Lidköping,Inflow,3/17/2003 0:00,10.6
Lidan Lidköping,Inflow,4/14/2003 0:00,9.3
Lidan Lidköping,Inflow,5/14/2003 0:00,12.7
Lidan Lidköping,Inflow,6/17/2003 0:00,11.9
Lidan Lidköping,Inflow,7/15/2003 0:00,20.2
Lidan Lidköping,Inflow,8/13/2003 0:00,16
Lidan Lidköping,Inflow,9/15/2003 0:00,13.1
Lidan Lidköping,Inflow,10/14/2003 0:00,10.1
Lidan Lidköping,Inflow,11/17/2003 0:00,10.7
Lidan Lidköping,Inflow,12/15/2003 0:00,10.2
Lidan Lidköping,Inflow,1/14/2004 0:00,10.9
Lidan Lidköping,Inflow,2/16/2004 0:00,12.1
Lidan Lidköping,Inflow,3/15/2004 0:00,9.5
Lidan Lidköping,Inflow,4/13/2004 0:00,12.2
Lidan Lidköping,Inflow,5/11/2004 0:00,10.9
Lidan Lidköping,Inflow,6/14/2004 0:00,11.5
Lidan Lidköping,Inflow,7/13/2004 0:00,25
Lidan Lidköping,Inflow,8/16/2004 0:00,14.9
Lidan Lidköping,Inflow,9/15/2004 0:00,13
Lidan Lidköping,Inflow,10/13/2004 0:00,12.4
Lidan Lidköping,Inflow,11/15/2004 0:00,13
Lidan Lidköping,Inflow,12/14/2004 0:00,12.7
