site_name,sampledate,doc
HARP INFLOW #3,11/10/1999 0:00,9.1
HARP INFLOW #3,11/18/1999 0:00,8.4
HARP INFLOW #3,11/26/1999 0:00,10.8
HARP INFLOW #3,1/6/2000 0:00,7.2
HARP INFLOW #3,1/18/2000 0:00,6.2
HARP INFLOW #3,1/27/2000 0:00,6.2
HARP INFLOW #3,2/10/2000 0:00,6.6
HARP INFLOW #3,2/24/2000 0:00,5.9
HARP INFLOW #3,3/3/2000 0:00,5.6
HARP INFLOW #3,3/7/2000 0:00,5.7
HARP INFLOW #3,3/16/2000 0:00,5.8
HARP INFLOW #3,3/24/2000 0:00,5.3
HARP INFLOW #3,3/28/2000 0:00,6
HARP INFLOW #3,4/7/2000 0:00,5.9
HARP INFLOW #3,4/13/2000 0:00,5.5
HARP INFLOW #3,4/20/2000 0:00,8.9
HARP INFLOW #3,5/4/2000 0:00,9.2
HARP INFLOW #3,5/17/2000 0:00,9.8
HARP INFLOW #3,5/26/2000 0:00,11.5
HARP INFLOW #3,5/30/2000 0:00,11.4
HARP INFLOW #3,6/8/2000 0:00,12.4
HARP INFLOW #3,6/14/2000 0:00,15.5
HARP INFLOW #3,6/21/2000 0:00,15.4
HARP INFLOW #3,7/13/2000 0:00,17.4
HARP INFLOW #3,7/20/2000 0:00,17
HARP INFLOW #3,7/27/2000 0:00,16.2
HARP INFLOW #3,8/3/2000 0:00,22.4
HARP INFLOW #3,8/17/2000 0:00,20.7
HARP INFLOW #3,8/24/2000 0:00,17.4
HARP INFLOW #3,9/7/2000 0:00,13.1
HARP INFLOW #3,9/13/2000 0:00,18.5
HARP INFLOW #3,9/28/2000 0:00,14.7
HARP INFLOW #3,10/5/2000 0:00,17.6
HARP INFLOW #3,10/12/2000 0:00,11.1
HARP INFLOW #3,10/18/2000 0:00,13.6
HARP INFLOW #3,10/23/2000 0:00,10.6
HARP INFLOW #3,11/8/2000 0:00,9.4
HARP INFLOW #3,11/16/2000 0:00,13.3
HARP INFLOW #3,12/14/2000 0:00,8.7
HARP INFLOW #3,1/8/2001 0:00,8.6
HARP INFLOW #3,1/16/2001 0:00,7.7
HARP INFLOW #3,1/26/2001 0:00,7.7
HARP INFLOW #3,2/5/2001 0:00,8.1
HARP INFLOW #3,2/22/2001 0:00,7
HARP INFLOW #3,3/1/2001 0:00,7.5
HARP INFLOW #3,3/7/2001 0:00,7.6
HARP INFLOW #3,3/16/2001 0:00,7.6
HARP INFLOW #3,3/30/2001 0:00,6.8
HARP INFLOW #3,4/11/2001 0:00,5.7
HARP INFLOW #3,4/24/2001 0:00,7.9
HARP INFLOW #3,4/30/2001 0:00,8.5
HARP INFLOW #3,5/11/2001 0:00,12.7
HARP INFLOW #3,5/18/2001 0:00,12.4
HARP INFLOW #3,5/25/2001 0:00,15.8
HARP INFLOW #3,6/1/2001 0:00,11.1
HARP INFLOW #3,6/8/2001 0:00,11.8
HARP INFLOW #3,6/21/2001 0:00,17.4
HARP INFLOW #3,6/29/2001 0:00,19.3
HARP INFLOW #3,7/5/2001 0:00,17
HARP INFLOW #3,7/12/2001 0:00,16.3
HARP INFLOW #3,9/21/2001 0:00,18.3
HARP INFLOW #3,9/28/2001 0:00,17.6
HARP INFLOW #3,10/19/2001 0:00,14.8
HARP INFLOW #3,10/31/2001 0:00,9.4
HARP INFLOW #3,11/9/2001 0:00,8.4
HARP INFLOW #3,11/16/2001 0:00,9.1
HARP INFLOW #3,11/22/2001 0:00,9.5
HARP INFLOW #3,12/6/2001 0:00,9.3
HARP INFLOW #3,12/13/2001 0:00,6.8
HARP INFLOW #3,12/27/2001 0:00,5.3
HARP INFLOW #3A,1/2/1991 0:00,3.1
HARP INFLOW #3A,1/4/1991 0:00,3.3
HARP INFLOW #3A,1/7/1991 0:00,2.8
HARP INFLOW #3A,1/9/1991 0:00,2.8
HARP INFLOW #3A,1/11/1991 0:00,2.9
HARP INFLOW #3A,1/14/1991 0:00,2.8
HARP INFLOW #3A,1/16/1991 0:00,2.8
HARP INFLOW #3A,1/18/1991 0:00,2.5
HARP INFLOW #3A,1/21/1991 0:00,2.5
HARP INFLOW #3A,1/23/1991 0:00,2.6
HARP INFLOW #3A,1/25/1991 0:00,2.6
HARP INFLOW #3A,1/28/1991 0:00,2.4
HARP INFLOW #3A,1/30/1991 0:00,2.3
HARP INFLOW #3A,2/1/1991 0:00,2.5
HARP INFLOW #3A,2/4/1991 0:00,2.6
HARP INFLOW #3A,2/6/1991 0:00,2.6
HARP INFLOW #3A,2/8/1991 0:00,2.4
HARP INFLOW #3A,2/11/1991 0:00,2.8
HARP INFLOW #3A,2/13/1991 0:00,2.6
HARP INFLOW #3A,2/15/1991 0:00,2.8
HARP INFLOW #3A,2/18/1991 0:00,2.5
HARP INFLOW #3A,2/20/1991 0:00,2.6
HARP INFLOW #3A,2/22/1991 0:00,2.6
HARP INFLOW #3A,2/25/1991 0:00,2.8
HARP INFLOW #3A,2/27/1991 0:00,2.6
HARP INFLOW #3A,3/1/1991 0:00,2.5
HARP INFLOW #3A,3/4/1991 0:00,3.4
HARP INFLOW #3A,3/6/1991 0:00,3.1
HARP INFLOW #3A,3/8/1991 0:00,3.3
HARP INFLOW #3A,3/11/1991 0:00,3
HARP INFLOW #3A,3/13/1991 0:00,2.8
HARP INFLOW #3A,3/15/1991 0:00,2.5
HARP INFLOW #3A,3/18/1991 0:00,2.8
HARP INFLOW #3A,3/20/1991 0:00,3
HARP INFLOW #3A,3/22/1991 0:00,3.7
HARP INFLOW #3A,3/25/1991 0:00,3.9
HARP INFLOW #3A,3/27/1991 0:00,3
HARP INFLOW #3A,3/30/1991 0:00,2.8
HARP INFLOW #3A,4/1/1991 0:00,2.9
HARP INFLOW #3A,4/3/1991 0:00,2.9
HARP INFLOW #3A,4/5/1991 0:00,3.2
HARP INFLOW #3A,4/7/1991 0:00,3.1
HARP INFLOW #3A,4/8/1991 0:00,3.4
HARP INFLOW #3A,4/10/1991 0:00,3.3
HARP INFLOW #3A,4/12/1991 0:00,3.1
HARP INFLOW #3A,4/15/1991 0:00,3.1
HARP INFLOW #3A,4/17/1991 0:00,3.4
HARP INFLOW #3A,4/19/1991 0:00,3.4
HARP INFLOW #3A,4/22/1991 0:00,3.4
HARP INFLOW #3A,4/24/1991 0:00,3.1
HARP INFLOW #3A,4/26/1991 0:00,3.1
HARP INFLOW #3A,4/29/1991 0:00,3.2
HARP INFLOW #3A,5/1/1991 0:00,3.1
HARP INFLOW #3A,5/3/1991 0:00,3
HARP INFLOW #3A,5/6/1991 0:00,3.2
HARP INFLOW #3A,5/8/1991 0:00,3
HARP INFLOW #3A,5/10/1991 0:00,3
HARP INFLOW #3A,5/13/1991 0:00,3.1
HARP INFLOW #3A,5/15/1991 0:00,2.9
HARP INFLOW #3A,5/17/1991 0:00,4.7
HARP INFLOW #3A,5/21/1991 0:00,3.2
HARP INFLOW #3A,5/22/1991 0:00,3.3
HARP INFLOW #3A,5/24/1991 0:00,2.9
HARP INFLOW #3A,5/27/1991 0:00,4.5
HARP INFLOW #3A,5/29/1991 0:00,3.4
HARP INFLOW #3A,5/31/1991 0:00,3.8
HARP INFLOW #3A,6/3/1991 0:00,3.6
HARP INFLOW #3A,6/5/1991 0:00,3.4
HARP INFLOW #3A,6/7/1991 0:00,3
HARP INFLOW #3A,6/10/1991 0:00,2.5
HARP INFLOW #3A,6/12/1991 0:00,2.3
HARP INFLOW #3A,6/14/1991 0:00,2.1
HARP INFLOW #3A,6/17/1991 0:00,2.1
HARP INFLOW #3A,6/19/1991 0:00,2
HARP INFLOW #3A,6/21/1991 0:00,1.9
HARP INFLOW #3A,6/24/1991 0:00,1.8
HARP INFLOW #3A,6/26/1991 0:00,1.8
HARP INFLOW #3A,6/28/1991 0:00,1.8
HARP INFLOW #3A,7/2/1991 0:00,2
HARP INFLOW #3A,7/3/1991 0:00,2
HARP INFLOW #3A,7/5/1991 0:00,2.4
HARP INFLOW #3A,7/8/1991 0:00,2.7
HARP INFLOW #3A,7/10/1991 0:00,2
HARP INFLOW #3A,7/12/1991 0:00,2.2
HARP INFLOW #3A,7/15/1991 0:00,2.2
HARP INFLOW #3A,7/17/1991 0:00,2.7
HARP INFLOW #3A,7/19/1991 0:00,2.6
HARP INFLOW #3A,7/22/1991 0:00,3.1
HARP INFLOW #3A,7/24/1991 0:00,3.4
HARP INFLOW #3A,7/26/1991 0:00,2.5
HARP INFLOW #3A,7/29/1991 0:00,2
HARP INFLOW #3A,7/31/1991 0:00,2.8
HARP INFLOW #3A,8/2/1991 0:00,2.6
HARP INFLOW #3A,8/6/1991 0:00,2.4
HARP INFLOW #3A,8/7/1991 0:00,2.3
HARP INFLOW #3A,8/9/1991 0:00,2.2
HARP INFLOW #3A,8/12/1991 0:00,2.5
HARP INFLOW #3A,8/14/1991 0:00,2.6
HARP INFLOW #3A,8/16/1991 0:00,2.5
HARP INFLOW #3A,8/19/1991 0:00,2.8
HARP INFLOW #3A,8/21/1991 0:00,2.4
HARP INFLOW #3A,8/23/1991 0:00,2.4
HARP INFLOW #3A,8/26/1991 0:00,2
HARP INFLOW #3A,8/28/1991 0:00,2.4
HARP INFLOW #3A,8/30/1991 0:00,2.5
HARP INFLOW #3A,9/4/1991 0:00,3.7
HARP INFLOW #3A,9/4/1991 0:00,2.4
HARP INFLOW #3A,9/6/1991 0:00,2.5
HARP INFLOW #3A,9/9/1991 0:00,2.2
HARP INFLOW #3A,9/11/1991 0:00,1.3
HARP INFLOW #3A,9/13/1991 0:00,2.4
HARP INFLOW #3A,9/16/1991 0:00,3.5
HARP INFLOW #3A,9/18/1991 0:00,2.7
HARP INFLOW #3A,9/20/1991 0:00,2.4
HARP INFLOW #3A,9/23/1991 0:00,3.4
HARP INFLOW #3A,9/25/1991 0:00,2.5
HARP INFLOW #3A,9/27/1991 0:00,2.9
HARP INFLOW #3A,9/30/1991 0:00,2.3
HARP INFLOW #3A,10/2/1991 0:00,4.8
HARP INFLOW #3A,10/4/1991 0:00,3.6
HARP INFLOW #3A,10/7/1991 0:00,5.1
HARP INFLOW #3A,10/9/1991 0:00,4.2
HARP INFLOW #3A,10/15/1991 0:00,6.3
HARP INFLOW #3A,10/18/1991 0:00,3.1
HARP INFLOW #3A,10/21/1991 0:00,3.2
HARP INFLOW #3A,10/23/1991 0:00,2.9
HARP INFLOW #3A,10/25/1991 0:00,5.5
HARP INFLOW #3A,10/28/1991 0:00,6
HARP INFLOW #3A,10/30/1991 0:00,4.8
HARP INFLOW #3A,11/1/1991 0:00,4.2
HARP INFLOW #3A,11/4/1991 0:00,3.9
HARP INFLOW #3A,11/6/1991 0:00,4
HARP INFLOW #3A,11/8/1991 0:00,3.9
HARP INFLOW #3A,11/12/1991 0:00,3.3
HARP INFLOW #3A,11/13/1991 0:00,3.4
HARP INFLOW #3A,11/15/1991 0:00,4.8
HARP INFLOW #3A,11/18/1991 0:00,4.2
HARP INFLOW #3A,11/20/1991 0:00,5.1
HARP INFLOW #3A,11/22/1991 0:00,3.9
HARP INFLOW #3A,11/25/1991 0:00,3.7
HARP INFLOW #3A,11/27/1991 0:00,3.7
HARP INFLOW #3A,11/29/1991 0:00,3.8
HARP INFLOW #3A,12/2/1991 0:00,4
HARP INFLOW #3A,12/4/1991 0:00,3.3
HARP INFLOW #3A,12/6/1991 0:00,3.4
HARP INFLOW #3A,12/9/1991 0:00,3.6
HARP INFLOW #3A,12/11/1991 0:00,3.5
HARP INFLOW #3A,12/13/1991 0:00,4.4
HARP INFLOW #3A,12/16/1991 0:00,3.3
HARP INFLOW #3A,12/18/1991 0:00,3.2
HARP INFLOW #3A,12/20/1991 0:00,3.2
HARP INFLOW #3A,12/30/1991 0:00,2.9
HARP INFLOW #3A,1/3/1992 0:00,2.9
HARP INFLOW #3A,1/6/1992 0:00,3
HARP INFLOW #3A,1/8/1992 0:00,3
HARP INFLOW #3A,1/10/1992 0:00,2.9
HARP INFLOW #3A,1/13/1992 0:00,2.6
HARP INFLOW #3A,1/15/1992 0:00,2.7
HARP INFLOW #3A,1/17/1992 0:00,2.7
HARP INFLOW #3A,1/20/1992 0:00,2.8
HARP INFLOW #3A,1/22/1992 0:00,2.6
HARP INFLOW #3A,1/24/1992 0:00,2.5
HARP INFLOW #3A,1/27/1992 0:00,2.3
HARP INFLOW #3A,1/29/1992 0:00,2.3
HARP INFLOW #3A,1/31/1992 0:00,2.3
HARP INFLOW #3A,2/3/1992 0:00,2.6
HARP INFLOW #3A,2/5/1992 0:00,2.4
HARP INFLOW #3A,2/7/1992 0:00,3
HARP INFLOW #3A,2/10/1992 0:00,2.5
HARP INFLOW #3A,2/12/1992 0:00,2.3
HARP INFLOW #3A,2/14/1992 0:00,2.4
HARP INFLOW #3A,2/17/1992 0:00,2.4
HARP INFLOW #3A,2/19/1992 0:00,2.7
HARP INFLOW #3A,2/21/1992 0:00,2.4
HARP INFLOW #3A,2/24/1992 0:00,2.3
HARP INFLOW #3A,2/26/1992 0:00,2.2
HARP INFLOW #3A,2/28/1992 0:00,2.3
HARP INFLOW #3A,3/2/1992 0:00,2.2
HARP INFLOW #3A,3/4/1992 0:00,2.3
HARP INFLOW #3A,3/6/1992 0:00,2.2
HARP INFLOW #3A,3/9/1992 0:00,2.7
HARP INFLOW #3A,3/11/1992 0:00,4.5
HARP INFLOW #3A,3/13/1992 0:00,3.5
HARP INFLOW #3A,3/16/1992 0:00,3
HARP INFLOW #3A,3/18/1992 0:00,3.6
HARP INFLOW #3A,3/20/1992 0:00,3.1
HARP INFLOW #3A,3/23/1992 0:00,2.8
HARP INFLOW #3A,3/25/1992 0:00,2.6
HARP INFLOW #3A,3/27/1992 0:00,2.9
HARP INFLOW #3A,3/30/1992 0:00,2.8
HARP INFLOW #3A,4/1/1992 0:00,2.9
HARP INFLOW #3A,4/3/1992 0:00,3.1
HARP INFLOW #3A,4/6/1992 0:00,3
HARP INFLOW #3A,4/8/1992 0:00,2.8
HARP INFLOW #3A,4/10/1992 0:00,3.3
HARP INFLOW #3A,4/13/1992 0:00,2.9
HARP INFLOW #3A,4/15/1992 0:00,3.2
HARP INFLOW #3A,4/21/1992 0:00,3.6
HARP INFLOW #3A,4/22/1992 0:00,3.6
HARP INFLOW #3A,4/24/1992 0:00,3.5
HARP INFLOW #3A,4/27/1992 0:00,3.3
HARP INFLOW #3A,4/29/1992 0:00,3.5
HARP INFLOW #3A,5/1/1992 0:00,3.3
HARP INFLOW #3A,5/4/1992 0:00,3.5
HARP INFLOW #3A,5/6/1992 0:00,3.3
HARP INFLOW #3A,5/8/1992 0:00,3.2
HARP INFLOW #3A,5/11/1992 0:00,3.3
HARP INFLOW #3A,5/13/1992 0:00,3.9
HARP INFLOW #3A,5/15/1992 0:00,3.1
HARP INFLOW #3A,5/20/1992 0:00,3.2
HARP INFLOW #3A,5/22/1992 0:00,3
HARP INFLOW #3A,5/25/1992 0:00,2.8
HARP INFLOW #3A,5/27/1992 0:00,2.5
HARP INFLOW #3A,5/29/1992 0:00,2.4
HARP INFLOW #3A,6/1/1992 0:00,2.6
HARP INFLOW #3A,6/3/1992 0:00,2.4
HARP INFLOW #3A,6/5/1992 0:00,2.4
HARP INFLOW #3A,6/8/1992 0:00,2.4
HARP INFLOW #3A,6/10/1992 0:00,1.9
HARP INFLOW #3A,6/12/1992 0:00,2.3
HARP INFLOW #3A,6/15/1992 0:00,1.6
HARP INFLOW #3A,6/17/1992 0:00,1.7
HARP INFLOW #3A,6/19/1992 0:00,2.4
HARP INFLOW #3A,6/22/1992 0:00,1.8
HARP INFLOW #3A,6/24/1992 0:00,1.7
HARP INFLOW #3A,6/26/1992 0:00,1.6
HARP INFLOW #3A,6/29/1992 0:00,2.1
HARP INFLOW #3A,7/3/1992 0:00,2.1
HARP INFLOW #3A,7/6/1992 0:00,1.6
HARP INFLOW #3A,7/8/1992 0:00,1.9
HARP INFLOW #3A,7/10/1992 0:00,2.2
HARP INFLOW #3A,7/13/1992 0:00,4.4
HARP INFLOW #3A,7/15/1992 0:00,3.2
HARP INFLOW #3A,7/17/1992 0:00,2.9
HARP INFLOW #3A,7/20/1992 0:00,4
HARP INFLOW #3A,7/22/1992 0:00,3
HARP INFLOW #3A,7/24/1992 0:00,2.6
HARP INFLOW #3A,7/30/1992 0:00,2.2
HARP INFLOW #3A,8/4/1992 0:00,2.2
HARP INFLOW #3A,8/10/1992 0:00,2.5
HARP INFLOW #3A,8/17/1992 0:00,2.7
HARP INFLOW #3A,8/24/1992 0:00,2.3
HARP INFLOW #3A,8/31/1992 0:00,2.8
HARP INFLOW #3A,9/8/1992 0:00,4.9
HARP INFLOW #3A,9/14/1992 0:00,3.2
HARP INFLOW #3A,9/21/1992 0:00,4.9
HARP INFLOW #3A,9/28/1992 0:00,5.3
HARP INFLOW #3A,10/5/1992 0:00,4.3
HARP INFLOW #3A,10/13/1992 0:00,3.9
HARP INFLOW #3A,10/19/1992 0:00,4.4
HARP INFLOW #3A,10/26/1992 0:00,4.4
HARP INFLOW #3A,11/2/1992 0:00,3.4
HARP INFLOW #3A,11/9/1992 0:00,3.6
HARP INFLOW #3A,11/16/1992 0:00,4
HARP INFLOW #3A,11/23/1992 0:00,3.7
HARP INFLOW #3A,11/30/1992 0:00,3.5
HARP INFLOW #3A,12/7/1992 0:00,3.1
HARP INFLOW #3A,12/14/1992 0:00,2.9
HARP INFLOW #3A,12/21/1992 0:00,2.8
HARP INFLOW #3A,1/11/1993 0:00,3
HARP INFLOW #3A,1/18/1993 0:00,2.9
HARP INFLOW #3A,1/25/1993 0:00,2.9
HARP INFLOW #3A,2/1/1993 0:00,2.8
HARP INFLOW #3A,2/8/1993 0:00,2.8
HARP INFLOW #3A,2/15/1993 0:00,2.6
HARP INFLOW #3A,2/22/1993 0:00,2.2
HARP INFLOW #3A,3/1/1993 0:00,2.3
HARP INFLOW #3A,3/8/1993 0:00,2.3
HARP INFLOW #3A,3/15/1993 0:00,2.2
HARP INFLOW #3A,3/22/1993 0:00,1.9
HARP INFLOW #3A,3/29/1993 0:00,3.1
HARP INFLOW #3A,4/5/1993 0:00,2.9
HARP INFLOW #3A,4/13/1993 0:00,4.1
HARP INFLOW #3A,4/19/1993 0:00,3.5
HARP INFLOW #3A,4/26/1993 0:00,3.1
HARP INFLOW #3A,5/3/1993 0:00,3.4
HARP INFLOW #3A,5/10/1993 0:00,3.6
HARP INFLOW #3A,5/17/1993 0:00,3.8
HARP INFLOW #3A,5/25/1993 0:00,4.9
HARP INFLOW #3A,5/31/1993 0:00,4.7
HARP INFLOW #3A,6/7/1993 0:00,3.4
HARP INFLOW #3A,6/14/1993 0:00,3.6
HARP INFLOW #3A,6/21/1993 0:00,5.8
HARP INFLOW #3A,6/28/1993 0:00,4.8
HARP INFLOW #3A,7/5/1993 0:00,4.2
HARP INFLOW #3A,7/12/1993 0:00,5.1
HARP INFLOW #3A,7/19/1993 0:00,2.5
HARP INFLOW #3A,7/26/1993 0:00,3
HARP INFLOW #3A,8/3/1993 0:00,2.4
HARP INFLOW #3A,8/9/1993 0:00,2.1
HARP INFLOW #3A,8/16/1993 0:00,2.2
HARP INFLOW #3A,8/23/1993 0:00,2.1
HARP INFLOW #3A,8/30/1993 0:00,1.9
HARP INFLOW #3A,9/7/1993 0:00,2.1
HARP INFLOW #3A,9/13/1993 0:00,2.3
HARP INFLOW #3A,9/20/1993 0:00,2.5
HARP INFLOW #3A,9/27/1993 0:00,2.8
HARP INFLOW #3A,10/4/1993 0:00,4.7
HARP INFLOW #3A,10/12/1993 0:00,4
HARP INFLOW #3A,10/18/1993 0:00,7.6
HARP INFLOW #3A,10/25/1993 0:00,4.3
HARP INFLOW #3A,11/1/1993 0:00,3.5
HARP INFLOW #3A,11/8/1993 0:00,3.6
HARP INFLOW #3A,11/15/1993 0:00,4.2
HARP INFLOW #3A,11/22/1993 0:00,3.4
HARP INFLOW #3A,11/29/1993 0:00,3.6
HARP INFLOW #3A,12/6/1993 0:00,3.2
HARP INFLOW #3A,12/13/1993 0:00,2.6
HARP INFLOW #3A,12/20/1993 0:00,2.8
HARP INFLOW #3A,1/4/1994 0:00,2.3
HARP INFLOW #3A,1/10/1994 0:00,2.1
HARP INFLOW #3A,1/17/1994 0:00,2.2
HARP INFLOW #3A,1/24/1994 0:00,2
HARP INFLOW #3A,1/31/1994 0:00,2.2
HARP INFLOW #3A,2/7/1994 0:00,2
HARP INFLOW #3A,2/14/1994 0:00,1.9
HARP INFLOW #3A,2/21/1994 0:00,2.4
HARP INFLOW #3A,2/28/1994 0:00,2.2
HARP INFLOW #3A,3/7/1994 0:00,2.1
HARP INFLOW #3A,3/14/1994 0:00,2.1
HARP INFLOW #3A,3/21/1994 0:00,2.2
HARP INFLOW #3A,3/28/1994 0:00,2.8
HARP INFLOW #3A,4/4/1994 0:00,3
HARP INFLOW #3A,4/11/1994 0:00,3
HARP INFLOW #3A,4/18/1994 0:00,2.9
HARP INFLOW #3A,4/25/1994 0:00,3.4
HARP INFLOW #3A,5/2/1994 0:00,3.2
HARP INFLOW #3A,5/9/1994 0:00,3.4
HARP INFLOW #3A,5/16/1994 0:00,4.1
HARP INFLOW #3A,5/24/1994 0:00,3.3
HARP INFLOW #3A,5/30/1994 0:00,4
HARP INFLOW #3A,6/6/1994 0:00,3.4
HARP INFLOW #3A,6/13/1994 0:00,3.1
HARP INFLOW #3A,6/20/1994 0:00,3.1
HARP INFLOW #3A,6/27/1994 0:00,4
HARP INFLOW #3A,7/4/1994 0:00,4.5
HARP INFLOW #3A,7/11/1994 0:00,4.6
HARP INFLOW #3A,7/18/1994 0:00,3.5
HARP INFLOW #3A,7/25/1994 0:00,5
HARP INFLOW #3A,8/2/1994 0:00,3.8
HARP INFLOW #3A,8/8/1994 0:00,3.3
HARP INFLOW #3A,8/15/1994 0:00,2.7
HARP INFLOW #3A,8/22/1994 0:00,3
HARP INFLOW #3A,8/29/1994 0:00,4
HARP INFLOW #3A,9/6/1994 0:00,2.8
HARP INFLOW #3A,9/13/1994 0:00,2.3
HARP INFLOW #3A,9/19/1994 0:00,2.8
HARP INFLOW #3A,9/26/1994 0:00,4.4
HARP INFLOW #3A,10/4/1994 0:00,3.4
HARP INFLOW #3A,10/11/1994 0:00,3.9
HARP INFLOW #3A,10/17/1994 0:00,3.2
HARP INFLOW #3A,10/25/1994 0:00,5.8
HARP INFLOW #3A,10/31/1994 0:00,3.8
HARP INFLOW #3A,11/8/1994 0:00,4.1
HARP INFLOW #3A,11/14/1994 0:00,3.6
HARP INFLOW #3A,11/21/1994 0:00,3.9
HARP INFLOW #3A,11/28/1994 0:00,2.8
HARP INFLOW #3A,12/5/1994 0:00,3.5
HARP INFLOW #3A,12/12/1994 0:00,3.1
HARP INFLOW #3A,12/19/1994 0:00,2.8
HARP INFLOW #3A,1/3/1995 0:00,2.5
HARP INFLOW #3A,1/9/1995 0:00,2.4
HARP INFLOW #3A,1/18/1995 0:00,3.3
HARP INFLOW #3A,1/23/1995 0:00,3
HARP INFLOW #3A,1/30/1995 0:00,2.4
HARP INFLOW #3A,2/7/1995 0:00,2.2
HARP INFLOW #3A,2/13/1995 0:00,2.4
HARP INFLOW #3A,2/20/1995 0:00,2.4
HARP INFLOW #3A,2/28/1995 0:00,2.3
HARP INFLOW #3A,3/6/1995 0:00,2.3
HARP INFLOW #3A,3/13/1995 0:00,2.5
HARP INFLOW #3A,3/20/1995 0:00,2.9
HARP INFLOW #3A,3/27/1995 0:00,2.7
HARP INFLOW #3A,4/3/1995 0:00,2.6
HARP INFLOW #3A,4/10/1995 0:00,2.6
HARP INFLOW #3A,4/18/1995 0:00,2.3
HARP INFLOW #3A,5/1/1995 0:00,2.5
HARP INFLOW #3A,5/8/1995 0:00,2.8
HARP INFLOW #3A,5/15/1995 0:00,3.6
HARP INFLOW #3A,5/23/1995 0:00,3.5
HARP INFLOW #3A,6/5/1995 0:00,3.6
HARP INFLOW #3A,6/12/1995 0:00,3.1
HARP INFLOW #3A,6/19/1995 0:00,2.3
HARP INFLOW #3A,6/26/1995 0:00,4.4
HARP INFLOW #3A,7/4/1995 0:00,4.3
HARP INFLOW #3A,7/10/1995 0:00,5.2
HARP INFLOW #3A,7/17/1995 0:00,5.2
HARP INFLOW #3A,7/24/1995 0:00,4.8
HARP INFLOW #3A,7/31/1995 0:00,4.7
HARP INFLOW #3A,8/8/1995 0:00,5.4
HARP INFLOW #3A,8/14/1995 0:00,4
HARP INFLOW #3A,8/21/1995 0:00,2.5
HARP INFLOW #3A,8/28/1995 0:00,1.9
HARP INFLOW #3A,9/5/1995 0:00,2.3
HARP INFLOW #3A,9/11/1995 0:00,2.3
HARP INFLOW #3A,9/18/1995 0:00,3.6
HARP INFLOW #3A,9/25/1995 0:00,3.4
HARP INFLOW #3A,10/2/1995 0:00,4
HARP INFLOW #3A,10/10/1995 0:00,3.6
HARP INFLOW #3A,10/16/1995 0:00,6
HARP INFLOW #3A,10/23/1995 0:00,4.6
HARP INFLOW #3A,12/4/1995 0:00,2.9
HARP INFLOW #3A,12/12/1995 0:00,2.8
HARP INFLOW #3A,1/3/1996 0:00,2.6
HARP INFLOW #3A,1/10/1996 0:00,2.6
HARP INFLOW #3A,1/18/1996 0:00,2.6
HARP INFLOW #3A,1/31/1996 0:00,2.8
HARP INFLOW #3A,2/15/1996 0:00,2.6
HARP INFLOW #3A,4/11/1996 0:00,2.7
HARP INFLOW #3A,4/18/1996 0:00,2.7
HARP INFLOW #3A,4/24/1996 0:00,2.9
HARP INFLOW #3A,5/1/1996 0:00,3.2
HARP INFLOW #3A,5/8/1996 0:00,2.8
HARP INFLOW #3A,5/15/1996 0:00,2.9
HARP INFLOW #3A,5/22/1996 0:00,3.6
HARP INFLOW #3A,5/29/1996 0:00,3.2
HARP INFLOW #3A,6/6/1996 0:00,4.3
HARP INFLOW #3A,6/11/1996 0:00,4.3
HARP INFLOW #3A,6/27/1996 0:00,3.1
HARP INFLOW #3A,7/2/1996 0:00,3.3
HARP INFLOW #3A,7/8/1996 0:00,4.5
HARP INFLOW #3A,7/15/1996 0:00,6.9
HARP INFLOW #3A,7/22/1996 0:00,4.7
HARP INFLOW #3A,7/29/1996 0:00,4
HARP INFLOW #3A,8/6/1996 0:00,3.5
HARP INFLOW #3A,8/12/1996 0:00,2.2
HARP INFLOW #3A,8/19/1996 0:00,1.8
HARP INFLOW #3A,8/26/1996 0:00,2
HARP INFLOW #3A,9/3/1996 0:00,1.6
HARP INFLOW #3A,9/9/1996 0:00,1.7
HARP INFLOW #3A,9/16/1996 0:00,3
HARP INFLOW #3A,9/23/1996 0:00,1.8
HARP INFLOW #3A,9/30/1996 0:00,4.3
HARP INFLOW #3A,10/7/1996 0:00,2.9
HARP INFLOW #3A,10/15/1996 0:00,2.4
HARP INFLOW #3A,10/21/1996 0:00,4
HARP INFLOW #3A,10/28/1996 0:00,3.5
HARP INFLOW #3A,11/4/1996 0:00,3.6
HARP INFLOW #3A,11/12/1996 0:00,3.7
HARP INFLOW #3A,11/18/1996 0:00,3.7
HARP INFLOW #3A,11/25/1996 0:00,2.8
HARP INFLOW #3A,12/2/1996 0:00,3.4
HARP INFLOW #3A,12/9/1996 0:00,2.8
HARP INFLOW #3A,12/17/1996 0:00,2.8
HARP INFLOW #3A,1/6/1997 0:00,3.1
HARP INFLOW #3A,1/13/1997 0:00,2.6
HARP INFLOW #3A,1/23/1997 0:00,3.7
HARP INFLOW #3A,1/28/1997 0:00,2.6
HARP INFLOW #3A,2/4/1997 0:00,2.5
HARP INFLOW #3A,2/10/1997 0:00,2.5
HARP INFLOW #3A,2/18/1997 0:00,2.3
HARP INFLOW #3A,2/24/1997 0:00,2.1
HARP INFLOW #3A,3/5/1997 0:00,2.6
HARP INFLOW #3A,3/11/1997 0:00,2.6
