site_name,usgs_site_id,hu,sampledate,sample_time,time_zone,sampling_method,anc,anc_1,c13_c12_ratio,ca,cl,co2,co3,color,conductance_field,conductance_lab,dic,dkn,do,doc,don,dp,f,fe,h_ion,h20_hardness,h20_hardness_2,hco3,k,mg,mn,n_mixed,n_mixed_1,n_mixed_2,na,nh3_nh4,nh3_nh4_1,nh3_nh4_2,nh3_nh4_3,no2,no2_2,no3,no3_2,no32,no32_2,o18_o16_ratio,o2sat,ph_field,ph_lab,po4,po4_2,s,sar,si,so4,spc,sr,tds,tds_1,tds_2,tkn,toc,ton,tp,tp_2,tpc,tpn
TROUT RIVER,5357245,7050002,9/22/1998,11:37:00,CDT,GRAB,840,,,12.3,1.9,1.4,,,,,10.2,,,3.4,,,,,0.00002,45,,,0.9,3.48,20,,,,3.06,,,,,,,,,,,,,7.8,,,,,0.2,,3,13,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,11/24/1998,13:17:00,CST,GRAB,951,,,11,0.6,5.5,,,,,,,,,,,,,0.00006,41.2,,,0.71,3.33,10,,,,2.52,,,,,,,,,,,,,7.2,,,,,0.17,,3.3,12,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,11/24/1998,12:05:00,CST,GRAB,1000,,,11.1,0.6,7.1,,,,,,,,,,,,,0.00007,45.7,,,0.75,4.37,,,,,2.37,,,,,,,,,,,,,7.1,,,,,0.15,,3.4,10,,,,,,,,,,,
NORTH CREEK,5357230,7050002,11/24/1998,12:49:00,CST,GRAB,740,,,19.6,2.1,4.9,,,,,,,,,,,,,0.00007,69.8,,,1.15,5.06,80,,,,2.51,,,,,,,,,,,,,7.2,,,,,0.13,,6.3,7,,,,,,,,,,,
TROUT RIVER,5357245,7050002,11/24/1998,14:24:00,CST,GRAB,869,,,11.3,2,3.2,,,,,,,,,,,,,0.00004,41.8,,,0.51,3.29,,,,,2.39,,,,,,,,,,,,,7.4,,,,,0.16,,3.2,11,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/4/1999,16:00:00,CST,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.13,,,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/4/1999,16:10:00,CST,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.24,,,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/16/1999,12:58:00,CST,GRAB,1080,,,,,6.8,,,,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/16/1999,12:30:00,CST,GRAB,1170,,,,,8.9,,,,,,,,,,,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/16/1999,12:09:00,CST,GRAB,720,,,,,5.5,,,,,,,,,,,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/16/1999,13:26:00,CST,GRAB,990,,,,,3.8,,,,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/1/1999,17:00:00,CST,GRAB,604,,,,1.9,4.1,,,,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,-12.11,,7.2,,,,,,,5.2,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/2/1999,5:00:00,CST,GRAB,,,,,1.7,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,-12.08,,7,,,,,,,5,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/2/1999,17:00:00,CST,GRAB,502,,,,1.6,5.5,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,-12.09,,7,,,,,,,5.1,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/3/1999,5:00:00,CST,GRAB,399,,,,1.8,3.5,,,,,,,,,,,,,0.00009,,,,,,,,,,,,,,,,,,,,,-12.05,,7,,,,,,,5.2,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/3/1999,17:00:00,CST,GRAB,,,,,1.6,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,-12.2,,7,,,,,,,5.1,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/4/1999,5:00:00,CDT,GRAB,526,,,,1.6,6.2,,,,,,,,,,,,,0.00012,,,,,,,,,,,,,,,,,,,,,-12.18,,6.9,,,,,,,5.1,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/4/1999,17:00:00,CDT,GRAB,470,,,,1.5,5.4,,,,,,,,,,,,,0.00012,,,,,,,,,,,,,,,,,,,,,-12.33,,6.9,,,,,,,4.9,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/5/1999,5:00:00,CDT,GRAB,521,,,,1.5,5.6,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,-12.35,,7,,,,,,,5,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/5/1999,17:00:00,CDT,GRAB,565,,,,1.6,5.9,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,-12.32,,7,,,,,,,5,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/6/1999,17:00:00,CDT,GRAB,,,,,1.3,,,,,,4.2,,,13.4,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,-12.18,,7,,,,,,,4.6,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/6/1999,5:00:00,CDT,GRAB,488,,,,1.4,6.7,,,,,,,,,,,,,0.00014,,,,,,,,,,,,,,,,,,,,,-12.04,,6.9,,,,,,,4.6,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/9/1999,17:00:00,CDT,GRAB,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.89,,,,,,,,,4.8,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/25/1999,14:50:00,CDT,GRAB,820,,,13.9,0.7,3.5,,,,,,,,,,,,120,0.00004,52.3,,,0.95,4.27,50,,,,3.63,,,,,,,,,,,,,7.4,,,,,0.22,,1.3,13,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/25/1999,15:00:00,CDT,GRAB,850,,,13.3,3.2,1.7,,,,,,,,,,,,330,0.00002,50,,,0.88,4.08,30,,,,2.35,,,,,,,,,,,,,7.7,,,,,0.14,,6.7,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/25/1999,15:10:00,CDT,GRAB,590,,,13.9,2,2.7,,,,,,,,,,,,20,0.00005,49.5,,,1.21,3.58,40,,,,3.19,,,,,,,,,,,,,7.3,,,,,0.2,,3.4,12,,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/25/1999,15:50:00,CDT,GRAB,330,,,13.5,2.1,4.7,,,,,,,,,,,,,0.00015,49.6,,,0.93,3.85,20,,,,3.66,,,,,,,,,,,,,6.8,,,,,0.23,,3.1,14,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/31/1999,0:00:00,CDT,GRAB,,,,11.2,0.8,,,,,,,,,,,,,20,,42.4,,,0.75,3.5,10,,,,2.85,,,,,,,,,,,,,,,,,,0.19,,2.7,13,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/31/1999,0:00:00,CDT,GRAB,,,,11.2,1.2,,,,,,,,,,,,,100,,42.3,,,0.67,3.49,30,,,,2.73,,,,,,,,,,,,,,,,,,0.18,,3.4,12,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/31/1999,0:00:00,CDT,GRAB,,,,11.1,1.9,,,,,,,,,,,,,20,,39.4,,,0.88,2.84,10,,,,2.4,,,,,,,,,,,,,,,,,,0.17,,5.1,11,,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/31/1999,0:00:00,CDT,GRAB,,,,12.8,1.5,,,,,,,,,,,,,30,,46.6,,,0.95,3.55,20,,,,3.1,,,,,,,,,,,,,,,,,,0.2,,2.9,12,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,8/11/1999,17:15:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.85,,,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,8/24/1999,11:30:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.84,,,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,9/3/1999,12:00:00,CDT,GRAB,903,,,11.5,0.7,5,,,,,,,,,,,,130,0.00006,42.8,,,0.32,3.43,20,,,,2.48,,,,,,,,,,,,,7.2,,,,,0.16,,2.6,11,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,9/3/1999,11:15:00,CDT,GRAB,802,,,11.7,0.6,18,,,,,,,,,,,,710,0.00023,43.1,,,0.79,3.38,30,,,,2.56,,,,,,,,,,,,,6.7,,,,,0.17,,1.7,11,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/3/1999,10:49:00,CDT,GRAB,894,,,11,2.1,3.2,,,,,,,,,,,,40,0.00004,39.1,,,0.86,2.83,20,,,,2.56,,,,,,,,,,,,,7.4,,,,,0.18,,5.4,12,,,,,,,,,,,
TROUT RIVER,5357245,7050002,9/3/1999,13:15:00,CDT,GRAB,909,,,12.2,2,6.3,,,,,,,,,,,,,0.00007,44.8,,,0.88,3.49,20,,,,3.01,,,,,,,,,,,,,7.2,,,,,0.2,,3.1,12,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/9/2000,16:15:00,CST,GRAB,667,,,,,3.3,,,,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/9/2000,15:30:00,CST,GRAB,657,,,,,6.6,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/9/2000,15:23:00,CST,GRAB,652,,,,,3.5,,,,,,,,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/9/2000,16:40:00,CST,GRAB,839,,,,,3.6,,,,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/25/2000,14:00:00,CDT,GRAB,,,,10.1,0.9,,,,,,,,,,,,,,,39,,,0.43,3.35,,,,,2.07,,,,,,,,,,,,,,,,,,0.14,,3.7,10,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/25/2000,13:45:00,CDT,GRAB,,,,10.3,0.6,,,,,,,,,,,,,60,,39.6,,,0.39,3.38,10,,,,1.91,,,,,,,,,,,,,,,,,,0.13,,1.9,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/25/2000,13:20:00,CDT,GRAB,,,,11.6,2.5,,,,,,,,,,,,,,,41.2,,,0.58,2.97,,,,,1.82,,,,,,,,,,,,,,,,,,0.12,,6.2,9,,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/25/2000,14:17:00,CDT,GRAB,,,,11.3,2.2,,,,,,,,,,,,,,,41.8,,,0.51,3.29,,,,,2.39,,,,,,,,,,,,,,,,,,0.16,,3.2,11,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/28/2000,22:00:00,CDT,GRAB,659,,,11.4,1.8,3.1,,,78.9,,,,,,,,,30,0.00005,40.4,,,0.85,2.9,,,,,1.78,,,,,,,,,,,,,7.3,,,,,0.12,,5.7,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/29/2000,4:00:00,CDT,GRAB,691,,,,,3.5,,,77.4,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/29/2000,10:00:00,CDT,GRAB,1910,,,10,1.7,0.4,,,243,,,,,,,,,,,34.8,,,0.7,2.39,,,,,1.47,,,,,,,,,,,,,8.6,,,,,0.11,,4.5,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/29/2000,16:00:00,CDT,GRAB,643,,,,,3.1,,,74.3,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/29/2000,22:00:00,CDT,GRAB,2960,,,6.21,1.1,3.1,,,307,,,,,,,,,,0.00001,22.1,,,0.49,1.6,,,,,1.08,,,,,,,,,,,,,8,,,,,0.1,,3.2,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/30/2000,4:00:00,CDT,GRAB,738,,,,,3.2,,,85.1,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/30/2000,10:00:00,CDT,GRAB,3820,,,12.1,1.9,4.5,,,351,,,,,,,,,,0.00001,42.6,,,0.91,3.01,,,,,1.78,,,,,,,,,,,,,7.9,,,,,0.12,,5.2,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/30/2000,16:00:00,CDT,GRAB,1000,,,,,2.9,,,144,,,,,,,,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,6/30/2000,22:00:00,CDT,GRAB,671,,,,,2.7,,,79.4,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/1/2000,4:00:00,CDT,GRAB,788,,,,,3.7,,,85.3,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/1/2000,10:00:00,CDT,GRAB,798,,,9.72,2,2.8,,,82.5,,,,,,,,,80,0.00004,34.1,,,0.79,2.38,,,,,1.42,,,,,,,,,,,,,7.4,,,,,0.11,,5.5,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/1/2000,16:00:00,CDT,GRAB,639,,,,,2.6,,,70.6,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/1/2000,22:00:00,CDT,GRAB,725,,,,,3.5,,,79.8,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/2/2000,4:00:00,CDT,GRAB,456,,,,,4.8,,,57.1,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/2/2000,10:00:00,CDT,GRAB,509,,,12.7,1.4,55,,,60,,,,,,,,,,0.00111,44.6,,,0.92,3.12,,,,,1.84,,,,,,,,,,,,,6,,,,,0.12,,4.4,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/2/2000,16:00:00,CDT,GRAB,470,,,,,4.5,,,55.6,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/2/2000,22:00:00,CDT,GRAB,454,,,,,5.9,,,56.6,,,,,,,,,,0.00013,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/3/2000,4:00:00,CDT,GRAB,459,,,,,6.1,,,56.2,,,,,,,,,,0.00014,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/3/2000,10:00:00,CDT,GRAB,466,,,9.49,1.5,6.3,,,58.2,,,,,,,,,120,0.00014,33.4,,,0.8,2.35,,,,,1.53,,,,,,,,,,,,,6.9,,,,,0.12,,4.1,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/3/2000,16:00:00,CDT,GRAB,547,,,,,3.5,,,63,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/3/2000,22:00:00,CDT,GRAB,410,,,,,7.6,,,56.5,,,,,,,,,,0.00019,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/4/2000,4:00:00,CDT,GRAB,1180,,,6.75,1.1,11,,,121,,,,,,,,,50,0.0001,25.1,,,0.63,2.01,,,,,1.16,,,,,,,,,,,,,7,,,,,0.1,,3.5,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/4/2000,10:00:00,CDT,GRAB,485,,,,,5.8,,,60.7,,,,,,,,,,0.00012,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/4/2000,16:00:00,CDT,GRAB,678,,,,,5.6,,,76.4,,,,,,,,,,0.00009,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/24/2000,18:15:00,CDT,GRAB,744,,,,,3,,,75,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/25/2000,0:15:00,CDT,GRAB,787,,,,,2.8,,,74.5,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/25/2000,6:15:00,CDT,GRAB,852,,,12.4,,3.5,,,79.4,,,,,,,,,,0.00004,44,,,0.9,3.16,,,,,1.94,,,,,,,,,,,,,7.4,,,,,0.13,,,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/25/2000,18:15:00,CDT,GRAB,803,,,,,2.7,,,76.8,,,,,,,,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/26/2000,6:15:00,CDT,GRAB,1140,,,11.7,,2.9,,,74.6,,,,,,,,,30,0.00003,40.7,,,0.88,2.8,,,,,1.72,,,,,,,,,,,,,7.6,,,,,0.12,,,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/26/2000,12:15:00,CDT,GRAB,792,,,,,2.7,,,80.3,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/27/2000,0:15:00,CDT,GRAB,710,,,,,5.5,,,75,,,,,,,,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/27/2000,6:15:00,CDT,GRAB,751,,,,,3.4,,,74.2,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/27/2000,12:15:00,CDT,GRAB,735,,,,,4.9,,,74.5,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/27/2000,18:15:00,CDT,GRAB,755,,,11.6,,2.6,,,69.4,,,,,,,,,30,0.00004,40.5,,,0.85,2.79,,,,,1.73,,,,,,,,,,,,,7.5,,,,,0.12,,,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/28/2000,0:15:00,CDT,GRAB,735,,,,,3.9,,,69.5,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/28/2000,6:15:00,CDT,GRAB,1000,,,11.8,,4,,,72.4,,,,,,,,,30,0.00004,41.5,,,0.93,2.92,,,,,1.74,,,,,,,,,,,,,7.4,,,,,0.12,,,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/29/2000,0:15:00,CDT,GRAB,1420,,,,,4.9,,,70.8,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/29/2000,6:15:00,CDT,GRAB,793,,,,,3.8,,,74.5,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/29/2000,12:15:00,CDT,GRAB,776,,,12.2,,3.5,,,77,,,,,,,,,40,0.00005,42.8,,,0.96,2.99,,,,,1.78,,,,,,,,,,,,,7.3,,,,,0.12,,,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/29/2000,18:15:00,CDT,GRAB,757,,,,,2.7,,,69.8,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/30/2000,0:15:00,CDT,GRAB,673,,,,,2.4,,,70.9,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/30/2000,6:15:00,CDT,GRAB,829,,,12.3,,2.3,,,77.4,,,,,,,,,30,0.00003,43.3,,,0.98,3.05,,,,,1.82,,,,,,,,,,,,,7.5,,,,,0.12,,,8,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/31/2000,15:55:00,CDT,GRAB,,,,11,0.1,,,,,,,,,,,,,,,40.9,,,0.11,3.27,,,,,1.78,,,,,,,,,,,,,,,,,,0.12,,3.1,9,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/31/2000,15:45:00,CDT,GRAB,,,,13.4,0.2,,,,,,,,,,,,,250,,49.6,,,0.41,3.91,,,,,1.96,,,,,,,,,,,,,,,,,,0.12,,2.4,8,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/31/2000,15:30:00,CDT,GRAB,,,,11.1,2,,,,,,,,,,,,,,,39,,,0.56,2.73,,,,,1.77,,,,,,,,,,,,,,,,,,0.12,,5.7,9,,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/31/2000,16:25:00,CDT,GRAB,,,,12,2.1,,,,,,,,,,,,,,,43.3,,,0.53,3.23,10,,,,2.37,,,,,,,,,,,,,,,,,,0.16,,3.1,11,,,,,,,,,,,
NORTH CREEK,5357230,7050002,8/31/2000,11:00:00,CDT,GRAB,828,,,,1.9,3.1,,,114,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,5.4,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,8/31/2000,17:00:00,CDT,GRAB,748,,,,,4.2,,,97.8,,,,,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,8/31/2000,23:00:00,CDT,GRAB,834,,,,,3.6,,,100,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/1/2000,5:00:00,CDT,GRAB,813,,,,,3.5,,,116,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/1/2000,11:00:00,CDT,GRAB,830,,,,,4.1,,,98.7,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/1/2000,17:00:00,CDT,GRAB,837,,,,,1.8,,,104,,,,,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/1/2000,23:00:00,CDT,GRAB,981,,,,,4.9,,,99.5,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/2/2000,5:00:00,CDT,GRAB,943,,,,,5.1,,,106,,,,,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/2/2000,11:00:00,CDT,GRAB,1370,,,,3.2,5.8,,,115,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,5.8,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/2/2000,17:00:00,CDT,GRAB,,,,,,,,,101,,,,,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/2/2000,23:00:00,CDT,GRAB,685,,,,,3.3,,,101,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/3/2000,5:00:00,CDT,GRAB,740,,,,,4.7,,,93.9,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/3/2000,11:00:00,CDT,GRAB,823,,,,,5.4,,,98,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/3/2000,17:00:00,CDT,GRAB,758,,,,,3.5,,,91.6,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/3/2000,23:00:00,CDT,GRAB,422,,,,,2.1,,,91.5,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/4/2000,5:00:00,CDT,GRAB,636,,,,,8.8,,,96.1,,,,,,,,,,0.00014,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/4/2000,11:00:00,CDT,GRAB,767,,,,,3.3,,,98.3,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/4/2000,17:00:00,CDT,GRAB,565,,,,2,18,,,92.8,,,,,,,,,,0.00033,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,5.2,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/4/2000,23:00:00,CDT,GRAB,750,,,,,3.1,,,92.7,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/5/2000,5:00:00,CDT,GRAB,800,,,,,2.4,,,100,,,,,,,,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/5/2000,11:00:00,CDT,GRAB,831,,,,,3,,,102,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,9/25/2000,15:00:00,CDT,GRAB,,,,10.9,0.7,,,,,,,,,,,,,,,40.6,,,0.5,3.26,,,,,2.09,,,,,,,,,,,,,,,,,,0.14,,2.7,10,,,,,,,,,,,
