sampledate,depth,rep,event,totpf,totpuf
2006-05-05,15,1,Non-chem,,
2006-05-05,16,1,Non-chem,,
2006-05-05,17,1,Non-chem,,
2006-05-05,18,1,Non-chem,,
2006-05-05,19,1,Non-chem,,
2006-05-05,20,1,Non-chem,,
2006-05-05,21,1,Non-chem,,
2006-05-05,22,1,Non-chem,,
2006-05-05,23,1,Non-chem,,
2006-05-05,24,1,Non-chem,,
2006-05-05,25,1,Non-chem,,
2006-05-05,26,1,Non-chem,,
2006-05-05,27,1,Non-chem,,
2006-05-05,28,1,Non-chem,,
2006-05-05,29,1,Non-chem,,
2006-05-05,30,1,Non-chem,,
2006-05-05,31,1,Non-chem,,
2006-05-05,32,1,Non-chem,,
2006-05-05,32,2,Non-chem,,
2006-05-17,0,1,Chem,4,11
2006-05-17,1,1,Chem,,
2006-05-17,2,1,Chem,,
2006-05-17,3,1,Chem,,
2006-05-17,4,1,Chem,,
2006-05-17,5,1,Chem,,
2006-05-17,6,1,Chem,,
2006-05-17,7,1,Chem,,
2006-05-17,8,1,Chem,,
2006-05-17,9,1,Chem,,
2006-05-17,10,1,Chem,4,13
2006-05-17,11,1,Chem,,
2006-05-17,12,1,Chem,,
2006-05-17,13,1,Chem,,
2006-05-17,14,1,Chem,,
2006-05-17,15,1,Chem,,
2006-05-17,16,1,Chem,,
2006-05-17,17,1,Chem,,
2006-05-17,18,1,Chem,,
2006-05-17,19,1,Chem,,
2006-05-17,20,1,Chem,2,8
2006-05-17,21,1,Chem,,
2006-05-17,22,1,Chem,,
2006-05-17,23,1,Chem,,
2006-05-17,24,1,Chem,,
2006-05-17,25,1,Chem,,
2006-05-17,26,1,Chem,,
2006-05-17,27,1,Chem,,
2006-05-17,28,1,Chem,,
2006-05-17,29,1,Chem,,
2006-05-17,30,1,Chem,,
2006-05-17,31,1,Chem,,
2006-05-17,32,1,Chem,6,16
2006-05-17,10,2,Chem,5,11
2006-06-02,0,1,Non-chem,,
2006-06-02,1,1,Non-chem,,
2006-06-02,2,1,Non-chem,,
2006-06-02,3,1,Non-chem,,
2006-06-02,4,1,Non-chem,,
2006-06-02,5,1,Non-chem,,
2006-06-02,6,1,Non-chem,,
2006-06-02,7,1,Non-chem,,
2006-06-02,8,1,Non-chem,,
2006-06-02,9,1,Non-chem,,
2006-06-02,10,1,Non-chem,,
2006-06-02,11,1,Non-chem,,
2006-06-02,12,1,Non-chem,,
2006-06-02,13,1,Non-chem,,
2006-06-02,14,1,Non-chem,,
2006-06-02,15,1,Non-chem,,
2006-06-02,16,1,Non-chem,,
2006-06-02,17,1,Non-chem,,
2006-06-02,18,1,Non-chem,,
2006-06-02,19,1,Non-chem,,
2006-06-02,20,1,Non-chem,,
2006-06-02,21,1,Non-chem,,
2006-06-02,22,1,Non-chem,,
2006-06-02,23,1,Non-chem,,
2006-06-02,24,1,Non-chem,,
2006-06-02,25,1,Non-chem,,
2006-06-02,26,1,Non-chem,,
2006-06-02,27,1,Non-chem,,
2006-06-02,28,1,Non-chem,,
2006-06-02,29,1,Non-chem,,
2006-06-02,30,1,Non-chem,,
2006-06-02,31,1,Non-chem,,
2006-06-02,32,1,Non-chem,,
2006-06-02,10,2,Non-chem,,
2006-06-14,0,1,Chem,4,6
2006-06-14,1,1,Chem,,
2006-06-14,2,1,Chem,,
2006-06-14,3,1,Chem,,
2006-06-14,4,1,Chem,,
2006-06-14,5,1,Chem,3,6
2006-06-14,6,1,Chem,,
2006-06-14,7,1,Chem,,
2006-06-14,8,1,Chem,6,7
2006-06-14,9,1,Chem,,
2006-06-14,10,1,Chem,3,11
2006-06-14,11,1,Chem,,
2006-06-14,12,1,Chem,,
2006-06-14,13,1,Chem,,
2006-06-14,14,1,Chem,,
2006-06-14,15,1,Chem,,
2006-06-14,16,1,Chem,,
2006-06-14,17,1,Chem,,
2006-06-14,18,1,Chem,,
2006-06-14,19,1,Chem,,
2006-06-14,20,1,Chem,4,6
2006-06-14,21,1,Chem,,
2006-06-14,22,1,Chem,,
2006-06-14,23,1,Chem,,
2006-06-14,24,1,Chem,,
2006-06-14,25,1,Chem,,
2006-06-14,26,1,Chem,,
2006-06-14,27,1,Chem,,
2006-06-14,28,1,Chem,,
2006-06-14,29,1,Chem,,
2006-06-14,30,1,Chem,,
2006-06-14,31,1,Chem,,
2006-06-14,32,1,Chem,5,13
2006-06-14,10,2,Chem,6,9
2006-06-27,0,1,Non-chem,,
2006-06-27,1,1,Non-chem,,
2006-06-27,2,1,Non-chem,,
2006-06-27,3,1,Non-chem,,
2006-06-27,4,1,Non-chem,,
2006-06-27,5,1,Non-chem,,
2006-06-27,6,1,Non-chem,,
2006-06-27,7,1,Non-chem,,
2006-06-27,8,1,Non-chem,,
2006-06-27,9,1,Non-chem,,
2006-06-27,10,1,Non-chem,,
2006-06-27,11,1,Non-chem,,
2006-06-27,12,1,Non-chem,,
2006-06-27,13,1,Non-chem,,
2006-06-27,14,1,Non-chem,,
2006-06-27,15,1,Non-chem,,
2006-06-27,16,1,Non-chem,,
2006-06-27,17,1,Non-chem,,
2006-06-27,18,1,Non-chem,,
2006-06-27,19,1,Non-chem,,
2006-06-27,20,1,Non-chem,,
2006-06-27,21,1,Non-chem,,
2006-06-27,22,1,Non-chem,,
2006-06-27,23,1,Non-chem,,
2006-06-27,24,1,Non-chem,,
2006-06-27,25,1,Non-chem,,
2006-06-27,26,1,Non-chem,,
2006-06-27,27,1,Non-chem,,
2006-06-27,28,1,Non-chem,,
2006-06-27,29,1,Non-chem,,
2006-06-27,30,1,Non-chem,,
2006-06-27,31,1,Non-chem,,
2006-06-27,32,1,Non-chem,,
2006-06-27,8,2,Non-chem,,
2006-07-10,0,1,Chem,0,3
2006-07-10,1,1,Chem,,
2006-07-10,2,1,Chem,,
2006-07-10,3,1,Chem,,
2006-07-10,4,1,Chem,,
2006-07-10,5,1,Chem,,
2006-07-10,6,1,Chem,,
2006-07-10,7,1,Chem,,
2006-07-10,8,1,Chem,4,10
2006-07-10,9,1,Chem,,
2006-07-10,10,1,Chem,2,7
2006-07-10,11,1,Chem,,
2006-07-10,12,1,Chem,,
2006-07-10,13,1,Chem,,
2006-07-10,14,1,Chem,,
2006-07-10,15,1,Chem,,
2006-07-10,16,1,Chem,,
2006-07-10,17,1,Chem,,
2006-07-10,18,1,Chem,,
2006-07-10,19,1,Chem,,
2006-07-10,20,1,Chem,5,5
2006-07-10,21,1,Chem,,
2006-07-10,22,1,Chem,,
2006-07-10,23,1,Chem,,
2006-07-10,24,1,Chem,,
2006-07-10,25,1,Chem,,
2006-07-10,26,1,Chem,,
2006-07-10,27,1,Chem,,
2006-07-10,28,1,Chem,,
2006-07-10,29,1,Chem,,
2006-07-10,30,1,Chem,,
2006-07-10,31,1,Chem,,
2006-07-10,32,1,Chem,17,33
2006-07-10,32,2,Chem,26,31
2006-07-24,0,1,Non-chem,,
2006-07-24,1,1,Non-chem,,
2006-07-24,2,1,Non-chem,,
2006-07-24,3,1,Non-chem,,
2006-07-24,4,1,Non-chem,,
2006-07-24,5,1,Non-chem,,
2006-07-24,6,1,Non-chem,,
2006-07-24,7,1,Non-chem,,
2006-07-24,8,1,Non-chem,,
2006-07-24,9,1,Non-chem,,
2006-07-24,10,1,Non-chem,,
2006-07-24,11,1,Non-chem,,
2006-07-24,12,1,Non-chem,,
2006-07-24,13,1,Non-chem,,
2006-07-24,14,1,Non-chem,,
2006-07-24,15,1,Non-chem,,
2006-07-24,16,1,Non-chem,,
2006-07-24,17,1,Non-chem,,
2006-07-24,18,1,Non-chem,,
2006-07-24,19,1,Non-chem,,
2006-07-24,20,1,Non-chem,,
2006-07-24,21,1,Non-chem,,
2006-07-24,22,1,Non-chem,,
2006-07-24,23,1,Non-chem,,
2006-07-24,24,1,Non-chem,,
2006-07-24,25,1,Non-chem,,
2006-07-24,26,1,Non-chem,,
2006-07-24,27,1,Non-chem,,
2006-07-24,28,1,Non-chem,,
2006-07-24,29,1,Non-chem,,
2006-07-24,30,1,Non-chem,,
2006-07-24,31,1,Non-chem,,
2006-07-24,32,1,Non-chem,,
2006-07-24,5,2,Non-chem,,
2006-08-08,0,1,Quarterly,3,5
2006-08-08,1,1,Quarterly,,
2006-08-08,2,1,Quarterly,,
2006-08-08,3,1,Quarterly,,
2006-08-08,4,1,Quarterly,,
2006-08-08,5,1,Quarterly,,
2006-08-08,6,1,Quarterly,,
2006-08-08,7,1,Quarterly,,
2006-08-08,8,1,Quarterly,3,10
2006-08-08,9,1,Quarterly,,
2006-08-08,10,1,Quarterly,4,9
2006-08-08,11,1,Quarterly,,
2006-08-08,12,1,Quarterly,,
2006-08-08,13,1,Quarterly,,
2006-08-08,14,1,Quarterly,,
2006-08-08,15,1,Quarterly,2,7
2006-08-08,16,1,Quarterly,,
2006-08-08,17,1,Quarterly,,
2006-08-08,18,1,Quarterly,,
2006-08-08,19,1,Quarterly,,
2006-08-08,20,1,Quarterly,3,5
2006-08-08,21,1,Quarterly,,
2006-08-08,22,1,Quarterly,,
2006-08-08,23,1,Quarterly,,
2006-08-08,24,1,Quarterly,,
2006-08-08,25,1,Quarterly,,
2006-08-08,26,1,Quarterly,,
2006-08-08,27,1,Quarterly,,
2006-08-08,28,1,Quarterly,,
2006-08-08,29,1,Quarterly,,
2006-08-08,30,1,Quarterly,,
2006-08-08,31,1,Quarterly,,
2006-08-08,32,1,Quarterly,5,11
2006-08-08,0,2,Quarterly,3,7
2006-08-21,0,1,Non-chem,,
2006-08-21,1,1,Non-chem,,
2006-08-21,2,1,Non-chem,,
2006-08-21,3,1,Non-chem,,
2006-08-21,4,1,Non-chem,,
2006-08-21,5,1,Non-chem,,
2006-08-21,6,1,Non-chem,,
2006-08-21,7,1,Non-chem,,
2006-08-21,8,1,Non-chem,,
2006-08-21,9,1,Non-chem,,
2006-08-21,10,1,Non-chem,,
2006-08-21,11,1,Non-chem,,
2006-08-21,12,1,Non-chem,,
2006-08-21,13,1,Non-chem,,
2006-08-21,14,1,Non-chem,,
2006-08-21,15,1,Non-chem,,
2006-08-21,16,1,Non-chem,,
2006-08-21,17,1,Non-chem,,
2006-08-21,18,1,Non-chem,,
2006-08-21,19,1,Non-chem,,
2006-08-21,20,1,Non-chem,,
2006-08-21,21,1,Non-chem,,
2006-08-21,22,1,Non-chem,,
2006-08-21,23,1,Non-chem,,
2006-08-21,24,1,Non-chem,,
2006-08-21,25,1,Non-chem,,
2006-08-21,26,1,Non-chem,,
2006-08-21,27,1,Non-chem,,
2006-08-21,28,1,Non-chem,,
2006-08-21,29,1,Non-chem,,
2006-08-21,30,1,Non-chem,,
2006-08-21,31,1,Non-chem,,
2006-08-21,32,1,Non-chem,,
2006-08-21,20,2,Non-chem,,
2006-09-06,0,1,Chem,9,
2006-09-06,1,1,Chem,,
2006-09-06,2,1,Chem,,
2006-09-06,3,1,Chem,,
2006-09-06,4,1,Chem,,
2006-09-06,5,1,Chem,,
2006-09-06,6,1,Chem,,
2006-09-06,7,1,Chem,,
2006-09-06,8,1,Chem,4,11
2006-09-06,9,1,Chem,,
2006-09-06,10,1,Chem,2,12
2006-09-06,11,1,Chem,,
2006-09-06,12,1,Chem,,
2006-09-06,13,1,Chem,,
2006-09-06,14,1,Chem,,
2006-09-06,15,1,Chem,4,9
2006-09-06,16,1,Chem,,
2006-09-06,17,1,Chem,,
2006-09-06,18,1,Chem,,
2006-09-06,19,1,Chem,,
2006-09-06,20,1,Chem,4,7
2006-09-06,21,1,Chem,,
2006-09-06,22,1,Chem,,
2006-09-06,23,1,Chem,,
2006-09-06,24,1,Chem,,
2006-09-06,25,1,Chem,,
2006-09-06,26,1,Chem,,
2006-09-06,27,1,Chem,,
2006-09-06,28,1,Chem,,
2006-09-06,29,1,Chem,,
2006-09-06,30,1,Chem,,
2006-09-06,31,1,Chem,6,21
2006-09-06,0,2,Chem,4,8
2006-09-20,0,1,Non-chem,,
2006-09-20,1,1,Non-chem,,
2006-09-20,2,1,Non-chem,,
2006-09-20,3,1,Non-chem,,
2006-09-20,4,1,Non-chem,,
2006-09-20,5,1,Non-chem,,
2006-09-20,6,1,Non-chem,,
2006-09-20,7,1,Non-chem,,
2006-09-20,8,1,Non-chem,,
2006-09-20,9,1,Non-chem,,
2006-09-20,10,1,Non-chem,,
2006-09-20,11,1,Non-chem,,
2006-09-20,12,1,Non-chem,,
2006-09-20,13,1,Non-chem,,
2006-09-20,14,1,Non-chem,,
2006-09-20,15,1,Non-chem,,
2006-09-20,16,1,Non-chem,,
2006-09-20,17,1,Non-chem,,
2006-09-20,18,1,Non-chem,,
2006-09-20,19,1,Non-chem,,
2006-09-20,20,1,Non-chem,,
2006-09-20,21,1,Non-chem,,
2006-09-20,22,1,Non-chem,,
2006-09-20,23,1,Non-chem,,
2006-09-20,24,1,Non-chem,,
2006-09-20,25,1,Non-chem,,
2006-09-20,26,1,Non-chem,,
2006-09-20,27,1,Non-chem,,
2006-09-20,28,1,Non-chem,,
2006-09-20,29,1,Non-chem,,
2006-09-20,30,1,Non-chem,,
2006-09-20,31,1,Non-chem,,
2006-09-20,32,1,Non-chem,,
2006-09-20,8,2,Non-chem,,
2006-10-03,0,1,Chem,3,4
2006-10-03,1,1,Chem,,
2006-10-03,2,1,Chem,,
2006-10-03,3,1,Chem,,
2006-10-03,4,1,Chem,,
2006-10-03,5,1,Chem,,
2006-10-03,6,1,Chem,,
2006-10-03,7,1,Chem,,
2006-10-03,8,1,Chem,,
2006-10-03,9,1,Chem,,
2006-10-03,10,1,Chem,2,5
2006-10-03,11,1,Chem,,
2006-10-03,12,1,Chem,,
2006-10-03,13,1,Chem,,
2006-10-03,14,1,Chem,,
2006-10-03,15,1,Chem,1,5
2006-10-03,16,1,Chem,,
2006-10-03,17,1,Chem,,
2006-10-03,18,1,Chem,,
2006-10-03,19,1,Chem,,
2006-10-03,20,1,Chem,3,5
2006-10-03,21,1,Chem,,
2006-10-03,22,1,Chem,,
2006-10-03,23,1,Chem,,
2006-10-03,24,1,Chem,,
2006-10-03,25,1,Chem,,
2006-10-03,26,1,Chem,,
2006-10-03,27,1,Chem,,
2006-10-03,28,1,Chem,,
2006-10-03,29,1,Chem,,
2006-10-03,30,1,Chem,,
2006-10-03,31,1,Chem,2,14
2006-10-03,31,2,Chem,0,14
2006-10-17,0,1,Non-chem,,
2006-10-17,1,1,Non-chem,,
2006-10-17,2,1,Non-chem,,
2006-10-17,3,1,Non-chem,,
2006-10-17,4,1,Non-chem,,
2006-10-17,5,1,Non-chem,,
2006-10-17,6,1,Non-chem,,
2006-10-17,7,1,Non-chem,,
2006-10-17,8,1,Non-chem,,
2006-10-17,9,1,Non-chem,,
2006-10-17,10,1,Non-chem,,
2006-10-17,11,1,Non-chem,,
2006-10-17,12,1,Non-chem,,
2006-10-17,13,1,Non-chem,,
2006-10-17,14,1,Non-chem,,
2006-10-17,15,1,Non-chem,,
2006-10-17,16,1,Non-chem,,
2006-10-17,17,1,Non-chem,,
2006-10-17,18,1,Non-chem,,
2006-10-17,19,1,Non-chem,,
2006-10-17,20,1,Non-chem,,
2006-10-17,21,1,Non-chem,,
2006-10-17,22,1,Non-chem,,
2006-10-17,23,1,Non-chem,,
2006-10-17,24,1,Non-chem,,
2006-10-17,25,1,Non-chem,,
2006-10-17,26,1,Non-chem,,
2006-10-17,27,1,Non-chem,,
2006-10-17,28,1,Non-chem,,
2006-10-17,29,1,Non-chem,,
2006-10-17,30,1,Non-chem,,
2006-10-17,31,1,Non-chem,,
2006-10-17,31,2,Non-chem,,
2006-10-30,0,1,Quarterly,3,9
2006-10-30,1,1,Quarterly,,
2006-10-30,2,1,Quarterly,,
2006-10-30,3,1,Quarterly,,
2006-10-30,4,1,Quarterly,,
2006-10-30,5,1,Quarterly,,
2006-10-30,6,1,Quarterly,,
2006-10-30,7,1,Quarterly,,
2006-10-30,8,1,Quarterly,,
2006-10-30,9,1,Quarterly,,
2006-10-30,10,1,Quarterly,4,10
2006-10-30,11,1,Quarterly,,
2006-10-30,12,1,Quarterly,,
2006-10-30,13,1,Quarterly,,
2006-10-30,14,1,Quarterly,,
2006-10-30,15,1,Quarterly,,
2006-10-30,16,1,Quarterly,,
2006-10-30,17,1,Quarterly,,
2006-10-30,18,1,Quarterly,,
2006-10-30,19,1,Quarterly,,
2006-10-30,20,1,Quarterly,6,10
2006-10-30,21,1,Quarterly,,
2006-10-30,22,1,Quarterly,,
2006-10-30,23,1,Quarterly,,
2006-10-30,24,1,Quarterly,,
2006-10-30,25,1,Quarterly,,
2006-10-30,26,1,Quarterly,,
2006-10-30,27,1,Quarterly,,
2006-10-30,28,1,Quarterly,,
2006-10-30,29,1,Quarterly,,
2006-10-30,30,1,Quarterly,,
2006-10-30,31,1,Quarterly,6,13
2006-10-30,10,2,Quarterly,0,9
2007-01-18,0,1,Chem,4,6
2007-01-18,1,1,Chem,,
2007-01-18,2,1,Chem,,
2007-01-18,3,1,Chem,,
2007-01-18,4,1,Chem,,
2007-01-18,5,1,Chem,,
2007-01-18,6,1,Chem,,
2007-01-18,7,1,Chem,,
2007-01-18,8,1,Chem,,
2007-01-18,9,1,Chem,,
2007-01-18,10,1,Chem,3,8
2007-01-18,11,1,Chem,,
2007-01-18,12,1,Chem,,
2007-01-18,13,1,Chem,,
2007-01-18,14,1,Chem,,
2007-01-18,15,1,Chem,,
2007-01-18,16,1,Chem,,
2007-01-18,17,1,Chem,,
2007-01-18,18,1,Chem,,
2007-01-18,19,1,Chem,,
2007-01-18,20,1,Chem,4,8
2007-01-18,21,1,Chem,,
2007-01-18,22,1,Chem,,
2007-01-18,23,1,Chem,,
2007-01-18,24,1,Chem,,
2007-01-18,25,1,Chem,,
2007-01-18,26,1,Chem,,
2007-01-18,27,1,Chem,,
2007-01-18,28,1,Chem,,
2007-01-18,29,1,Chem,,
2007-01-18,30,1,Chem,,
2007-01-18,31,1,Chem,,
2007-01-18,32,1,Chem,9,38
2007-01-18,32,2,Chem,12,37
2007-02-26,0,1,Quarterly,4,6
2007-02-26,1,1,Quarterly,,
2007-02-26,2,1,Quarterly,,
2007-02-26,3,1,Quarterly,,
2007-02-26,4,1,Quarterly,,
2007-02-26,5,1,Quarterly,,
2007-02-26,6,1,Quarterly,,
2007-02-26,7,1,Quarterly,,
2007-02-26,8,1,Quarterly,,
2007-02-26,9,1,Quarterly,,
2007-02-26,10,1,Quarterly,2,7
2007-02-26,11,1,Quarterly,,
2007-02-26,12,1,Quarterly,,
2007-02-26,13,1,Quarterly,,
2007-02-26,14,1,Quarterly,,
2007-02-26,15,1,Quarterly,,
2007-02-26,16,1,Quarterly,,
2007-02-26,17,1,Quarterly,,
2007-02-26,18,1,Quarterly,,
2007-02-26,19,1,Quarterly,,
2007-02-26,20,1,Quarterly,4,7
2007-02-26,21,1,Quarterly,,
2007-02-26,22,1,Quarterly,,
2007-02-26,23,1,Quarterly,,
2007-02-26,24,1,Quarterly,,
2007-02-26,25,1,Quarterly,,
2007-02-26,26,1,Quarterly,,
2007-02-26,27,1,Quarterly,,
2007-02-26,28,1,Quarterly,,
2007-02-26,29,1,Quarterly,,
2007-02-26,30,1,Quarterly,,
2007-02-26,31,1,Quarterly,9,31
2007-02-26,31,2,Quarterly,4,30
2007-03-29,0,1,Chem,3,5
2007-03-29,1,1,Chem,,
2007-03-29,2,1,Chem,,
2007-03-29,3,1,Chem,,
2007-03-29,4,1,Chem,,
2007-03-29,5,1,Chem,,
2007-03-29,6,1,Chem,,
2007-03-29,7,1,Chem,,
2007-03-29,8,1,Chem,,
2007-03-29,9,1,Chem,,
2007-03-29,10,1,Chem,3,9
2007-03-29,11,1,Chem,,
2007-03-29,12,1,Chem,,
2007-03-29,13,1,Chem,,
2007-03-29,14,1,Chem,,
2007-03-29,15,1,Chem,,
2007-03-29,16,1,Chem,,
2007-03-29,17,1,Chem,,
2007-03-29,18,1,Chem,,
2007-03-29,19,1,Chem,,
2007-03-29,20,1,Chem,5,9
2007-03-29,21,1,Chem,,
2007-03-29,22,1,Chem,,
2007-03-29,23,1,Chem,,
2007-03-29,24,1,Chem,,
2007-03-29,25,1,Chem,,
2007-03-29,26,1,Chem,,
2007-03-29,27,1,Chem,,
2007-03-29,28,1,Chem,,
2007-03-29,29,1,Chem,,
2007-03-29,30,1,Chem,,
2007-03-29,31,1,Chem,,
2007-03-29,32,1,Chem,4,28
2007-03-29,0,2,Chem,2,6
2007-04-26,0,1,Quarterly,1,7
2007-04-26,1,1,Quarterly,,
2007-04-26,2,1,Quarterly,,
2007-04-26,3,1,Quarterly,,
2007-04-26,4,1,Quarterly,,
2007-04-26,5,1,Quarterly,,
2007-04-26,6,1,Quarterly,,
2007-04-26,7,1,Quarterly,,
2007-04-26,8,1,Quarterly,,
2007-04-26,9,1,Quarterly,,
2007-04-26,10,1,Quarterly,1,7
2007-04-26,11,1,Quarterly,,
2007-04-26,12,1,Quarterly,,
2007-04-26,13,1,Quarterly,,
2007-04-26,14,1,Quarterly,,
2007-04-26,15,1,Quarterly,,
2007-04-26,16,1,Quarterly,,
2007-04-26,17,1,Quarterly,,
2007-04-26,18,1,Quarterly,,
2007-04-26,19,1,Quarterly,,
2007-04-26,20,1,Quarterly,0,8
2007-04-26,21,1,Quarterly,,
2007-04-26,22,1,Quarterly,,
2007-04-26,23,1,Quarterly,,
2007-04-26,24,1,Quarterly,,
2007-04-26,25,1,Quarterly,,
2007-04-26,26,1,Quarterly,,
2007-04-26,27,1,Quarterly,,
2007-04-26,28,1,Quarterly,,
2007-04-26,29,1,Quarterly,,
2007-04-26,30,1,Quarterly,,
2007-04-26,31,1,Quarterly,,
2007-04-26,32,1,Quarterly,1,6
2007-04-26,20,2,Quarterly,1,8
2007-05-08,0,1,Non-chem,,
2007-05-08,1,1,Non-chem,,
2007-05-08,2,1,Non-chem,,
2007-05-08,3,1,Non-chem,,
2007-05-08,4,1,Non-chem,,
2007-05-08,5,1,Non-chem,,
2007-05-08,6,1,Non-chem,,
2007-05-08,7,1,Non-chem,,
2007-05-08,8,1,Non-chem,,
2007-05-08,9,1,Non-chem,,
2007-05-08,10,1,Non-chem,,
2007-05-08,11,1,Non-chem,,
2007-05-08,12,1,Non-chem,,
2007-05-08,13,1,Non-chem,,
2007-05-08,14,1,Non-chem,,
2007-05-08,15,1,Non-chem,,
2007-05-08,16,1,Non-chem,,
2007-05-08,17,1,Non-chem,,
2007-05-08,18,1,Non-chem,,
2007-05-08,19,1,Non-chem,,
2007-05-08,20,1,Non-chem,,
2007-05-08,21,1,Non-chem,,
2007-05-08,22,1,Non-chem,,
2007-05-08,23,1,Non-chem,,
2007-05-08,24,1,Non-chem,,
2007-05-08,25,1,Non-chem,,
2007-05-08,26,1,Non-chem,,
2007-05-08,27,1,Non-chem,,
2007-05-08,28,1,Non-chem,,
2007-05-08,29,1,Non-chem,,
2007-05-08,30,1,Non-chem,,
2007-05-08,31,1,Non-chem,,
2007-05-08,32,1,Non-chem,,
2007-05-08,15,2,Non-chem,,
2007-05-23,0,1,Chem,2,9
2007-05-23,1,1,Chem,,
2007-05-23,2,1,Chem,,
2007-05-23,3,1,Chem,,
2007-05-23,4,1,Chem,,
2007-05-23,5,1,Chem,2,9
2007-05-23,6,1,Chem,,
2007-05-23,7,1,Chem,,
2007-05-23,8,1,Chem,,
2007-05-23,9,1,Chem,,
2007-05-23,10,1,Chem,3,10
2007-05-23,11,1,Chem,,
2007-05-23,12,1,Chem,,
2007-05-23,13,1,Chem,,
2007-05-23,14,1,Chem,,
2007-05-23,15,1,Chem,2,10
2007-05-23,16,1,Chem,,
2007-05-23,17,1,Chem,,
2007-05-23,18,1,Chem,,
2007-05-23,19,1,Chem,,
2007-05-23,20,1,Chem,,
2007-05-23,21,1,Chem,,
2007-05-23,22,1,Chem,,
2007-05-23,23,1,Chem,,
2007-05-23,24,1,Chem,,
2007-05-23,25,1,Chem,,
2007-05-23,26,1,Chem,,
2007-05-23,27,1,Chem,3,9
2007-05-23,28,1,Chem,,
2007-05-23,29,1,Chem,,
2007-05-23,30,1,Chem,,
2007-05-23,31,1,Chem,,
2007-05-23,32,1,Chem,3,21
2007-05-23,0,2,Chem,2,9
2007-06-04,0,1,Non-chem,,
2007-06-04,1,1,Non-chem,,
2007-06-04,2,1,Non-chem,,
2007-06-04,3,1,Non-chem,,
2007-06-04,4,1,Non-chem,,
2007-06-04,5,1,Non-chem,,
2007-06-04,6,1,Non-chem,,
2007-06-04,7,1,Non-chem,,
2007-06-04,8,1,Non-chem,,
2007-06-04,9,1,Non-chem,,
2007-06-04,10,1,Non-chem,,
2007-06-04,11,1,Non-chem,,
2007-06-04,12,1,Non-chem,,
2007-06-04,13,1,Non-chem,,
2007-06-04,14,1,Non-chem,,
2007-06-04,15,1,Non-chem,,
2007-06-04,16,1,Non-chem,,
2007-06-04,17,1,Non-chem,,
2007-06-04,18,1,Non-chem,,
2007-06-04,19,1,Non-chem,,
2007-06-04,20,1,Non-chem,,
2007-06-04,21,1,Non-chem,,
2007-06-04,22,1,Non-chem,,
2007-06-04,23,1,Non-chem,,
2007-06-04,24,1,Non-chem,,
2007-06-04,25,1,Non-chem,,
2007-06-04,26,1,Non-chem,,
2007-06-04,27,1,Non-chem,,
2007-06-04,28,1,Non-chem,,
2007-06-04,29,1,Non-chem,,
2007-06-04,30,1,Non-chem,,
2007-06-04,31,1,Non-chem,,
2007-06-04,32,1,Non-chem,,
2007-06-04,15,2,Non-chem,,
2007-06-20,0,1,Chem,4,7
2007-06-20,1,1,Chem,,
2007-06-20,2,1,Chem,,
2007-06-20,3,1,Chem,,
2007-06-20,4,1,Chem,,
2007-06-20,5,1,Chem,,
2007-06-20,6,1,Chem,,
2007-06-20,7,1,Chem,,
2007-06-20,8,1,Chem,5,8
2007-06-20,9,1,Chem,,
2007-06-20,10,1,Chem,9,8
2007-06-20,11,1,Chem,,
2007-06-20,12,1,Chem,,
2007-06-20,13,1,Chem,,
2007-06-20,14,1,Chem,,
2007-06-20,15,1,Chem,5,12
2007-06-20,16,1,Chem,,
2007-06-20,17,1,Chem,,
2007-06-20,18,1,Chem,,
2007-06-20,19,1,Chem,,
2007-06-20,20,1,Chem,6,9
2007-06-20,21,1,Chem,,
2007-06-20,22,1,Chem,,
2007-06-20,23,1,Chem,,
2007-06-20,24,1,Chem,,
2007-06-20,25,1,Chem,,
2007-06-20,26,1,Chem,,
2007-06-20,27,1,Chem,,
2007-06-20,28,1,Chem,,
2007-06-20,29,1,Chem,,
2007-06-20,30,1,Chem,,
2007-06-20,31,1,Chem,,
2007-06-20,32,1,Chem,8,28
2007-06-20,32,2,Chem,9,26
2007-07-03,0,1,Non-chem,,
2007-07-03,1,1,Non-chem,,
2007-07-03,2,1,Non-chem,,
2007-07-03,3,1,Non-chem,,
2007-07-03,4,1,Non-chem,,
2007-07-03,5,1,Non-chem,,
2007-07-03,6,1,Non-chem,,
2007-07-03,7,1,Non-chem,,
2007-07-03,8,1,Non-chem,,
2007-07-03,9,1,Non-chem,,
2007-07-03,10,1,Non-chem,,
2007-07-03,11,1,Non-chem,,
2007-07-03,12,1,Non-chem,,
2007-07-03,13,1,Non-chem,,
2007-07-03,14,1,Non-chem,,
2007-07-03,15,1,Non-chem,,
2007-07-03,16,1,Non-chem,,
2007-07-03,17,1,Non-chem,,
2007-07-03,18,1,Non-chem,,
2007-07-03,19,1,Non-chem,,
2007-07-03,20,1,Non-chem,,
2007-07-03,21,1,Non-chem,,
2007-07-03,22,1,Non-chem,,
2007-07-03,23,1,Non-chem,,
2007-07-03,24,1,Non-chem,,
2007-07-03,25,1,Non-chem,,
2007-07-03,26,1,Non-chem,,
2007-07-03,27,1,Non-chem,,
2007-07-03,28,1,Non-chem,,
2007-07-03,29,1,Non-chem,,
2007-07-03,30,1,Non-chem,,
