sampledate,depth,wtemp,flag_wtemp
2005-10-07,23.00,7.340,
2005-10-07,27.00,7.146,
2005-10-07,31.00,6.565,
2005-10-08,0.00,,"C"
2005-10-08,1.00,14.928,"H"
2005-10-08,2.00,15.008,"H"
2005-10-08,3.00,15.330,"H"
2005-10-08,4.00,14.882,"H"
2005-10-08,5.00,15.084,"H"
2005-10-08,6.00,14.944,"H"
2005-10-08,7.00,15.082,"H"
2005-10-08,7.50,,"C"
2005-10-08,8.00,,"C"
2005-10-08,8.50,14.977,"H"
2005-10-08,9.00,14.985,"H"
2005-10-08,9.50,15.004,"H"
2005-10-08,10.00,14.968,"H"
2005-10-08,10.50,15.068,"H"
2005-10-08,11.00,15.103,"H"
2005-10-08,11.50,14.944,"H"
2005-10-08,12.00,,"C"
2005-10-08,12.50,15.035,"H"
2005-10-08,13.00,14.199,"H"
2005-10-08,13.50,,"C"
2005-10-08,14.00,10.415,
2005-10-08,16.00,8.496,
2005-10-08,19.00,7.886,
2005-10-08,23.00,7.343,
2005-10-08,27.00,7.142,
2005-10-08,31.00,,"C"
2005-10-09,0.00,14.807,"H"
2005-10-09,1.00,14.687,"H"
2005-10-09,2.00,14.770,"H"
2005-10-09,3.00,15.091,"H"
2005-10-09,4.00,14.654,"H"
2005-10-09,5.00,14.855,"H"
2005-10-09,6.00,14.695,"H"
2005-10-09,7.00,14.824,"H"
2005-10-09,7.50,,"C"
2005-10-09,8.00,14.763,"H"
2005-10-09,8.50,14.709,"H"
2005-10-09,9.00,,"C"
2005-10-09,9.50,14.728,"H"
2005-10-09,10.00,14.692,"H"
2005-10-09,10.50,14.796,"H"
2005-10-09,11.00,14.848,"H"
2005-10-09,11.50,14.687,"H"
2005-10-09,12.00,,"C"
2005-10-09,12.50,14.818,"H"
2005-10-09,13.00,14.171,"H"
2005-10-09,13.50,13.185,
2005-10-09,14.00,11.480,
2005-10-09,16.00,8.557,
2005-10-09,19.00,7.902,
2005-10-09,23.00,7.320,
2005-10-09,27.00,7.146,
2005-10-09,31.00,,"C"
2005-10-10,0.00,14.679,"H"
2005-10-10,1.00,14.566,"H"
2005-10-10,2.00,14.641,"H"
2005-10-10,3.00,14.967,"H"
2005-10-10,4.00,14.511,"H"
2005-10-10,5.00,14.710,"H"
2005-10-10,6.00,14.560,"H"
2005-10-10,7.00,14.694,"H"
2005-10-10,7.50,,"C"
2005-10-10,8.00,14.642,"H"
2005-10-10,8.50,14.595,"H"
2005-10-10,9.00,14.643,"H"
2005-10-10,9.50,14.622,"H"
2005-10-10,10.00,14.588,"H"
2005-10-10,10.50,14.697,"H"
2005-10-10,11.00,14.758,"H"
2005-10-10,11.50,14.594,"H"
2005-10-10,12.00,,"C"
2005-10-10,12.50,14.750,"H"
2005-10-10,13.00,14.152,"H"
2005-10-10,13.50,13.175,
2005-10-10,14.00,11.631,
2005-10-10,16.00,8.539,
2005-10-10,19.00,7.895,
2005-10-10,23.00,7.310,
2005-10-10,27.00,7.134,
2005-10-10,31.00,,"C"
2005-10-11,0.00,14.583,
2005-10-11,1.00,14.454,
2005-10-11,2.00,14.516,"H"
2005-10-11,3.00,14.823,"H"
2005-10-11,4.00,14.344,
2005-10-11,5.00,14.543,"H"
2005-10-11,6.00,14.389,
2005-10-11,7.00,14.526,"H"
2005-10-11,7.50,,"C"
2005-10-11,8.00,,"C"
2005-10-11,8.50,14.421,
2005-10-11,9.00,14.476,
2005-10-11,9.50,14.452,
2005-10-11,10.00,14.402,
2005-10-11,10.50,14.520,"H"
2005-10-11,11.00,14.574,"H"
2005-10-11,11.50,14.414,
2005-10-11,12.00,,"C"
2005-10-11,12.50,,"C"
2005-10-11,13.00,14.103,"H"
2005-10-11,13.50,13.329,
2005-10-11,14.00,11.893,
2005-10-11,16.00,8.586,
2005-10-11,19.00,7.902,
2005-10-11,23.00,7.309,
2005-10-11,27.00,7.130,
2005-10-11,31.00,,"C"
2005-10-12,0.00,,"C"
2005-10-12,1.00,14.310,
2005-10-12,2.00,,"C"
2005-10-12,3.00,14.699,"H"
2005-10-12,4.00,14.292,
2005-10-12,5.00,14.487,
2005-10-12,6.00,14.364,
2005-10-12,7.00,14.487,
2005-10-12,7.50,,"C"
2005-10-12,8.00,,"C"
2005-10-12,8.50,14.406,
2005-10-12,9.00,14.461,
2005-10-12,9.50,14.434,
2005-10-12,10.00,14.380,
2005-10-12,10.50,14.491,
2005-10-12,11.00,,"C"
2005-10-12,11.50,14.329,
2005-10-12,12.00,,"C"
2005-10-12,12.50,,"C"
2005-10-12,13.00,14.056,
2005-10-12,13.50,,"C"
2005-10-12,14.00,12.368,
2005-10-12,16.00,8.624,
2005-10-12,19.00,7.919,
2005-10-12,23.00,7.340,
2005-10-12,27.00,7.142,
2005-10-12,31.00,,"C"
2005-10-13,0.00,14.360,
2005-10-13,1.00,14.234,
2005-10-13,2.00,14.317,
2005-10-13,3.00,14.629,"H"
2005-10-13,4.00,,"C"
2005-10-13,5.00,14.433,
2005-10-13,6.00,14.284,
2005-10-13,7.00,,"C"
2005-10-13,7.50,,"C"
2005-10-13,8.00,14.403,
2005-10-13,8.50,14.345,
2005-10-13,9.00,14.406,
2005-10-13,9.50,14.372,
2005-10-13,10.00,14.340,
2005-10-13,10.50,14.450,
2005-10-13,11.00,14.489,
2005-10-13,11.50,14.334,
2005-10-13,12.00,,"C"
2005-10-13,12.50,,"C"
2005-10-13,13.00,14.047,
2005-10-13,13.50,13.919,
2005-10-13,14.00,12.484,
2005-10-13,16.00,8.603,
2005-10-13,19.00,7.895,
2005-10-13,23.00,7.345,
2005-10-13,27.00,7.131,
2005-10-13,31.00,,"C"
2005-10-14,0.00,14.181,
2005-10-14,1.00,14.039,
2005-10-14,2.00,,"C"
2005-10-14,3.00,14.445,
2005-10-14,4.00,14.009,
2005-10-14,5.00,14.240,
2005-10-14,6.00,14.088,
2005-10-14,7.00,,"C"
2005-10-14,7.50,,"C"
2005-10-14,8.00,,"C"
2005-10-14,8.50,14.158,
2005-10-14,9.00,14.241,
2005-10-14,9.50,14.200,
2005-10-14,10.00,14.169,
2005-10-14,10.50,14.257,
2005-10-14,11.00,14.317,
2005-10-14,11.50,14.161,
2005-10-14,12.00,,"C"
2005-10-14,12.50,14.339,
2005-10-14,13.00,14.132,"H"
2005-10-14,13.50,14.309,"H"
2005-10-14,14.00,13.322,
2005-10-14,16.00,8.570,
2005-10-14,19.00,7.896,
2005-10-14,23.00,7.352,
2005-10-14,27.00,7.142,
2005-10-14,31.00,,"C"
2005-10-15,0.00,,"C"
2005-10-15,1.00,13.653,
2005-10-15,2.00,13.733,
2005-10-15,3.00,14.078,
2005-10-15,4.00,13.660,
2005-10-15,5.00,13.869,
2005-10-15,6.00,13.698,
2005-10-15,7.00,13.859,
2005-10-15,7.50,,"C"
2005-10-15,8.00,,"C"
2005-10-15,8.50,13.778,
2005-10-15,9.00,13.844,
2005-10-15,9.50,13.827,
2005-10-15,10.00,13.788,
2005-10-15,10.50,13.884,
2005-10-15,11.00,13.936,
2005-10-15,11.50,13.780,
2005-10-15,12.00,,"C"
2005-10-15,12.50,,"C"
2005-10-15,13.00,13.715,
2005-10-15,13.50,,"C"
2005-10-15,14.00,13.527,
2005-10-15,16.00,8.580,
2005-10-15,19.00,7.891,
2005-10-15,23.00,7.325,
2005-10-15,27.00,7.132,
2005-10-15,31.00,,"C"
2005-10-16,0.00,13.717,
2005-10-16,1.00,13.550,
2005-10-16,2.00,13.546,
2005-10-16,3.00,13.828,
2005-10-16,4.00,13.393,
2005-10-16,5.00,13.580,
2005-10-16,6.00,13.401,
2005-10-16,7.00,13.573,
2005-10-16,7.50,,"C"
2005-10-16,8.00,13.520,
2005-10-16,8.50,13.463,
2005-10-16,9.00,13.522,
2005-10-16,9.50,13.506,
2005-10-16,10.00,13.463,
2005-10-16,10.50,13.566,
2005-10-16,11.00,,"C"
2005-10-16,11.50,13.455,
2005-10-16,12.00,13.612,
2005-10-16,12.50,,"C"
2005-10-16,13.00,13.371,
2005-10-16,13.50,,"C"
2005-10-16,14.00,13.353,
2005-10-16,16.00,8.505,
2005-10-16,19.00,7.845,
2005-10-16,23.00,7.349,
2005-10-16,27.00,7.145,
2005-10-16,31.00,6.574,
2005-10-17,0.00,13.304,
2005-10-17,1.00,13.171,
2005-10-17,2.00,13.265,
2005-10-17,3.00,13.563,
2005-10-17,4.00,13.167,
2005-10-17,5.00,13.373,
2005-10-17,6.00,13.219,
2005-10-17,7.00,13.417,
2005-10-17,7.50,,"C"
2005-10-17,8.00,,"C"
2005-10-17,8.50,13.287,
2005-10-17,9.00,13.345,
2005-10-17,9.50,13.329,
2005-10-17,10.00,13.292,
2005-10-17,10.50,13.395,
2005-10-17,11.00,13.449,
2005-10-17,11.50,13.284,
2005-10-17,12.00,,"C"
2005-10-17,12.50,,"C"
2005-10-17,13.00,13.239,
2005-10-17,13.50,13.445,
2005-10-17,14.00,13.138,
2005-10-17,16.00,8.583,
2005-10-17,19.00,7.779,
2005-10-17,23.00,7.368,
2005-10-17,27.00,7.148,
2005-10-17,31.00,,"C"
2005-10-18,0.00,,"C"
2005-10-18,1.00,13.076,
2005-10-18,2.00,13.147,
2005-10-18,3.00,13.426,
2005-10-18,4.00,13.007,
2005-10-18,5.00,13.212,
2005-10-18,6.00,13.040,
2005-10-18,7.00,13.219,
2005-10-18,7.50,,"C"
2005-10-18,8.00,,"C"
2005-10-18,8.50,13.097,
2005-10-18,9.00,,"C"
2005-10-18,9.50,13.136,
2005-10-18,10.00,13.104,
2005-10-18,10.50,13.210,
2005-10-18,11.00,13.256,
2005-10-18,11.50,13.103,
2005-10-18,12.00,,"C"
2005-10-18,12.50,,"C"
2005-10-18,13.00,13.094,
2005-10-18,13.50,13.296,
2005-10-18,14.00,13.125,
2005-10-18,16.00,8.804,
2005-10-18,19.00,7.860,
2005-10-18,23.00,7.408,
2005-10-18,27.00,7.184,
2005-10-18,31.00,6.625,
2005-10-19,0.00,12.886,
2005-10-19,1.00,12.761,
2005-10-19,2.00,12.850,
2005-10-19,3.00,13.156,
2005-10-19,4.00,12.751,
2005-10-19,5.00,12.949,
2005-10-19,6.00,12.780,
2005-10-19,7.00,12.944,
2005-10-19,7.50,,"C"
2005-10-19,8.00,12.866,
2005-10-19,8.50,12.802,
2005-10-19,9.00,12.852,
2005-10-19,9.50,12.832,
2005-10-19,10.00,12.797,
2005-10-19,10.50,12.896,
2005-10-19,11.00,12.934,
2005-10-19,11.50,12.798,
2005-10-19,12.00,,"C"
2005-10-19,12.50,12.974,
2005-10-19,13.00,12.819,
2005-10-19,13.50,12.966,
2005-10-19,14.00,12.783,
2005-10-19,16.00,9.285,
2005-10-19,19.00,7.972,
2005-10-19,23.00,7.439,
2005-10-19,27.00,7.266,
2005-10-19,31.00,,"C"
2005-10-20,0.00,12.706,
2005-10-20,1.00,12.589,
2005-10-20,2.00,12.682,
2005-10-20,3.00,12.948,
2005-10-20,4.00,12.557,
2005-10-20,5.00,12.763,
2005-10-20,6.00,12.598,
2005-10-20,7.00,12.770,
2005-10-20,7.50,,"C"
2005-10-20,8.00,12.712,
2005-10-20,8.50,12.664,
2005-10-20,9.00,12.710,
2005-10-20,9.50,12.686,
2005-10-20,10.00,12.680,
2005-10-20,10.50,12.761,
2005-10-20,11.00,12.819,
2005-10-20,11.50,12.656,
2005-10-20,12.00,,"C"
2005-10-20,12.50,12.848,
2005-10-20,13.00,12.684,
2005-10-20,13.50,12.851,
2005-10-20,14.00,12.673,
2005-10-20,16.00,9.274,
2005-10-20,19.00,7.938,
2005-10-20,23.00,7.449,
2005-10-20,27.00,7.260,
2005-10-20,31.00,6.687,
2005-10-21,0.00,12.459,
2005-10-21,1.00,12.315,
2005-10-21,2.00,12.406,
2005-10-21,3.00,12.715,
2005-10-21,4.00,12.315,
2005-10-21,5.00,12.532,
2005-10-21,6.00,12.369,
2005-10-21,7.00,12.554,
2005-10-21,7.50,,"C"
2005-10-21,8.00,12.502,
2005-10-21,8.50,12.440,
2005-10-21,9.00,12.497,
2005-10-21,9.50,12.466,
2005-10-21,10.00,12.456,
2005-10-21,10.50,12.551,
2005-10-21,11.00,12.602,
2005-10-21,11.50,12.447,
2005-10-21,12.00,,"C"
2005-10-21,12.50,12.635,
2005-10-21,13.00,12.463,
2005-10-21,13.50,12.643,
2005-10-21,14.00,12.469,
2005-10-21,16.00,9.518,
2005-10-21,19.00,7.957,
2005-10-21,23.00,7.430,
2005-10-21,27.00,7.253,
2005-10-21,31.00,6.642,
2005-10-22,0.00,12.228,
2005-10-22,1.00,12.088,
2005-10-22,2.00,12.184,
2005-10-22,3.00,12.481,
2005-10-22,4.00,12.090,
2005-10-22,5.00,12.313,
2005-10-22,6.00,12.150,
2005-10-22,7.00,12.337,
2005-10-22,7.50,,"C"
2005-10-22,8.00,,"C"
2005-10-22,8.50,12.221,
2005-10-22,9.00,12.282,
2005-10-22,9.50,12.250,
2005-10-22,10.00,12.245,
2005-10-22,10.50,12.337,
2005-10-22,11.00,12.389,
2005-10-22,11.50,12.239,
2005-10-22,12.00,,"C"
2005-10-22,12.50,12.435,
2005-10-22,13.00,12.267,
2005-10-22,13.50,12.452,
2005-10-22,14.00,12.269,
2005-10-22,16.00,9.531,
2005-10-22,19.00,7.990,
2005-10-22,23.00,7.414,
2005-10-22,27.00,7.266,
2005-10-22,31.00,6.678,
2005-10-23,0.00,11.895,
2005-10-23,1.00,11.756,
2005-10-23,2.00,11.849,
2005-10-23,3.00,12.148,
2005-10-23,4.00,11.759,
2005-10-23,5.00,11.973,
2005-10-23,6.00,11.813,
2005-10-23,7.00,11.996,
2005-10-23,7.50,,"C"
2005-10-23,8.00,11.949,
2005-10-23,8.50,11.875,
2005-10-23,9.00,11.937,
2005-10-23,9.50,11.918,
2005-10-23,10.00,11.909,
2005-10-23,10.50,11.997,
2005-10-23,11.00,12.069,
2005-10-23,11.50,11.897,
2005-10-23,12.00,,"C"
2005-10-23,12.50,,"C"
2005-10-23,13.00,11.921,
2005-10-23,13.50,,"C"
2005-10-23,14.00,11.920,
2005-10-23,16.00,9.562,
2005-10-23,19.00,7.992,
2005-10-23,23.00,7.387,
2005-10-23,27.00,7.263,
2005-10-23,31.00,,"C"
2005-10-24,0.00,,"C"
2005-10-24,1.00,11.372,
2005-10-24,2.00,11.465,
2005-10-24,3.00,11.755,
2005-10-24,4.00,11.368,
2005-10-24,5.00,11.588,
2005-10-24,6.00,11.422,
2005-10-24,7.00,11.609,
2005-10-24,7.50,,"C"
2005-10-24,8.00,11.560,
2005-10-24,8.50,11.542,
2005-10-24,9.00,11.548,
2005-10-24,9.50,11.536,
2005-10-24,10.00,11.519,
2005-10-24,10.50,11.606,
2005-10-24,11.00,11.673,
2005-10-24,11.50,11.507,
2005-10-24,12.00,,"C"
2005-10-24,12.50,11.702,
2005-10-24,13.00,11.527,
2005-10-24,13.50,11.697,
2005-10-24,14.00,11.587,
2005-10-24,16.00,11.152,
2005-10-24,19.00,8.001,
2005-10-24,23.00,7.382,
2005-10-24,27.00,7.245,
2005-10-24,31.00,,"C"
2005-10-25,0.00,,"C"
2005-10-25,1.00,11.140,
2005-10-25,2.00,11.237,
2005-10-25,3.00,11.525,
2005-10-25,4.00,11.140,
2005-10-25,5.00,11.347,
2005-10-25,6.00,11.192,
2005-10-25,7.00,11.372,
2005-10-25,7.50,,"C"
2005-10-25,8.00,,"C"
2005-10-25,8.50,11.293,
2005-10-25,9.00,11.306,
2005-10-25,9.50,11.306,
2005-10-25,10.00,11.294,
2005-10-25,10.50,11.370,
2005-10-25,11.00,11.436,
2005-10-25,11.50,11.278,
2005-10-25,12.00,,"C"
2005-10-25,12.50,11.477,
2005-10-25,13.00,11.294,
2005-10-25,13.50,11.445,
2005-10-25,14.00,11.346,
2005-10-25,16.00,10.958,
2005-10-25,19.00,7.969,
2005-10-25,23.00,7.398,
2005-10-25,27.00,7.269,
2005-10-25,31.00,,"C"
2005-10-26,0.00,11.097,
2005-10-26,1.00,10.957,
2005-10-26,2.00,11.051,
2005-10-26,3.00,11.341,
2005-10-26,4.00,10.956,
2005-10-26,5.00,11.144,
2005-10-26,6.00,11.009,
2005-10-26,7.00,11.193,
2005-10-26,7.50,,"C"
2005-10-26,8.00,11.146,
2005-10-26,8.50,11.098,
2005-10-26,9.00,11.122,
2005-10-26,9.50,11.118,
2005-10-26,10.00,11.107,
2005-10-26,10.50,11.181,
2005-10-26,11.00,11.253,
2005-10-26,11.50,11.092,
2005-10-26,12.00,,"C"
2005-10-26,12.50,11.291,
2005-10-26,13.00,11.109,
2005-10-26,13.50,11.335,
2005-10-26,14.00,11.190,
2005-10-26,16.00,10.685,
2005-10-26,19.00,7.912,
2005-10-26,23.00,7.420,
2005-10-26,27.00,7.270,
2005-10-26,31.00,6.591,
2005-10-27,0.00,,"C"
2005-10-27,1.00,10.839,
2005-10-27,2.00,10.922,
2005-10-27,3.00,11.183,
2005-10-27,4.00,10.794,
2005-10-27,5.00,10.988,
2005-10-27,6.00,10.824,
2005-10-27,7.00,11.006,
2005-10-27,7.50,,"C"
2005-10-27,8.00,10.956,
2005-10-27,8.50,10.907,
2005-10-27,9.00,10.935,
2005-10-27,9.50,10.920,
2005-10-27,10.00,10.903,
2005-10-27,10.50,10.970,
2005-10-27,11.00,11.061,
2005-10-27,11.50,10.889,
2005-10-27,12.00,11.056,
2005-10-27,12.50,11.086,
2005-10-27,13.00,10.906,
2005-10-27,13.50,,"C"
2005-10-27,14.00,10.992,
2005-10-27,16.00,10.340,
2005-10-27,19.00,7.918,
2005-10-27,23.00,7.407,
2005-10-27,27.00,7.271,
2005-10-27,31.00,6.586,
2005-10-28,0.00,10.834,
2005-10-28,1.00,10.704,
2005-10-28,2.00,10.803,
2005-10-28,3.00,11.069,
2005-10-28,4.00,10.694,
2005-10-28,5.00,10.933,
2005-10-28,6.00,10.737,
2005-10-28,7.00,10.910,
2005-10-28,7.50,,"C"
2005-10-28,8.00,10.859,
2005-10-28,8.50,10.802,
2005-10-28,9.00,10.827,
2005-10-28,9.50,10.813,
2005-10-28,10.00,10.813,
2005-10-28,10.50,10.884,
2005-10-28,11.00,10.940,
2005-10-28,11.50,,"C"
2005-10-28,12.00,,"C"
2005-10-28,12.50,,"C"
2005-10-28,13.00,10.793,
2005-10-28,13.50,11.000,
2005-10-28,14.00,10.884,
2005-10-28,16.00,10.474,
2005-10-28,19.00,7.921,
2005-10-28,23.00,7.395,
2005-10-28,27.00,7.268,
2005-10-28,31.00,,"C"
2005-10-29,0.00,,"C"
2005-10-29,1.00,10.518,
2005-10-29,2.00,,"C"
2005-10-29,3.00,10.876,
2005-10-29,4.00,10.520,
2005-10-29,5.00,10.771,
2005-10-29,6.00,10.563,
2005-10-29,7.00,10.742,
2005-10-29,7.50,10.572,
2005-10-29,8.00,,"C"
2005-10-29,8.50,10.650,
2005-10-29,9.00,10.681,
2005-10-29,9.50,10.664,
2005-10-29,10.00,10.665,
2005-10-29,10.50,10.748,
2005-10-29,11.00,10.814,
2005-10-29,11.50,10.644,
2005-10-29,12.00,,"C"
2005-10-29,12.50,,"C"
2005-10-29,13.00,10.662,
2005-10-29,13.50,10.871,
2005-10-29,14.00,10.761,
2005-10-29,16.00,10.692,
2005-10-29,19.00,7.965,
2005-10-29,23.00,7.438,
2005-10-29,27.00,7.286,
2005-10-29,31.00,6.617,
2005-10-30,0.00,10.589,
2005-10-30,1.00,10.432,
2005-10-30,2.00,10.525,
2005-10-30,3.00,10.795,
2005-10-30,4.00,10.442,
2005-10-30,5.00,10.685,
2005-10-30,6.00,10.490,
2005-10-30,7.00,10.673,
2005-10-30,7.50,10.497,
2005-10-30,8.00,,"C"
2005-10-30,8.50,10.583,
2005-10-30,9.00,10.610,
2005-10-30,9.50,10.590,
2005-10-30,10.00,10.583,
2005-10-30,10.50,10.668,
2005-10-30,11.00,10.746,
2005-10-30,11.50,10.571,
2005-10-30,12.00,,"C"
2005-10-30,12.50,10.769,
2005-10-30,13.00,10.599,
2005-10-30,13.50,10.799,
2005-10-30,14.00,10.671,
2005-10-30,16.00,10.531,
2005-10-30,19.00,7.945,
2005-10-30,23.00,7.428,
2005-10-30,27.00,7.242,
2005-10-30,31.00,,"C"
2005-10-31,0.00,10.459,
2005-10-31,1.00,10.315,
2005-10-31,2.00,10.422,
2005-10-31,3.00,10.669,
2005-10-31,4.00,10.320,
2005-10-31,5.00,10.549,
2005-10-31,6.00,10.368,
2005-10-31,7.00,10.559,
2005-10-31,7.50,,"C"
2005-10-31,8.00,10.512,
2005-10-31,8.50,10.456,
2005-10-31,9.00,10.490,
2005-10-31,9.50,10.476,
2005-10-31,10.00,10.478,
2005-10-31,10.50,10.551,
2005-10-31,11.00,10.626,
2005-10-31,11.50,10.454,
2005-10-31,12.00,10.623,
2005-10-31,12.50,,"C"
2005-10-31,13.00,10.475,
2005-10-31,13.50,10.680,
2005-10-31,14.00,10.565,
2005-10-31,16.00,10.491,
2005-10-31,19.00,8.398,
2005-10-31,23.00,7.457,
2005-10-31,27.00,7.256,
2005-10-31,31.00,,"C"
2005-11-01,0.00,,"C"
2005-11-01,1.00,10.126,"H"
2005-11-01,2.00,10.223,"H"
2005-11-01,3.00,10.486,"H"
2005-11-01,4.00,10.130,"H"
2005-11-01,5.00,10.366,"H"
2005-11-01,6.00,10.185,"H"
2005-11-01,7.00,10.400,"H"
2005-11-01,7.50,10.189,"H"
2005-11-01,8.00,10.316,"H"
2005-11-01,8.50,10.263,"H"
2005-11-01,9.00,10.305,"H"
2005-11-01,9.50,10.270,"H"
2005-11-01,10.00,10.266,"H"
2005-11-01,10.50,10.340,"H"
2005-11-01,11.00,10.413,"H"
2005-11-01,11.50,10.249,"H"
2005-11-01,12.00,,"C"
2005-11-01,12.50,10.431,"H"
2005-11-01,13.00,10.234,"H"
2005-11-01,13.50,10.444,"H"
2005-11-01,14.00,10.347,"H"
2005-11-01,16.00,10.223,"H"
2005-11-01,19.00,8.526,
2005-11-01,23.00,7.476,
2005-11-01,27.00,7.251,
2005-11-01,31.00,,"C"
2005-11-02,0.00,10.074,"H"
2005-11-02,1.00,9.926,"H"
2005-11-02,2.00,10.024,"H"
2005-11-02,3.00,10.272,"H"
2005-11-02,4.00,9.927,"H"
2005-11-02,5.00,10.159,"H"
2005-11-02,6.00,9.982,"H"
2005-11-02,7.00,10.187,"H"
2005-11-02,7.50,9.992,"H"
2005-11-02,8.00,10.117,"H"
2005-11-02,8.50,10.063,"H"
2005-11-02,9.00,10.104,"H"
2005-11-02,9.50,10.073,"H"
2005-11-02,10.00,10.082,"H"
2005-11-02,10.50,10.151,"H"
2005-11-02,11.00,10.227,"H"
2005-11-02,11.50,10.072,"H"
2005-11-02,12.00,,"C"
2005-11-02,12.50,,"C"
2005-11-02,13.00,10.074,"H"
2005-11-02,13.50,,"C"
2005-11-02,14.00,10.191,"H"
2005-11-02,16.00,10.098,"H"
2005-11-02,19.00,8.923,
2005-11-02,23.00,,"C"
2005-11-02,27.00,7.266,
2005-11-02,31.00,,"C"
2005-11-03,0.00,,"C"
2005-11-03,1.00,9.747,"H"
2005-11-03,2.00,9.846,"H"
2005-11-03,3.00,10.084,"H"
2005-11-03,4.00,9.751,"H"
2005-11-03,5.00,9.973,"H"
2005-11-03,6.00,9.798,"H"
2005-11-03,7.00,9.989,"H"
2005-11-03,7.50,9.806,"H"
2005-11-03,8.00,9.927,"H"
2005-11-03,8.50,9.877,"H"
2005-11-03,9.00,9.914,"H"
2005-11-03,9.50,9.872,"H"
2005-11-03,10.00,9.888,"H"
2005-11-03,10.50,9.954,"H"
2005-11-03,11.00,10.033,"H"
2005-11-03,11.50,9.859,"H"
2005-11-03,12.00,10.027,"H"
2005-11-03,12.50,10.054,"H"
2005-11-03,13.00,9.866,"H"
2005-11-03,13.50,10.070,"H"
2005-11-03,14.00,9.978,"H"
2005-11-03,16.00,9.887,"H"
2005-11-03,19.00,9.066,"H"
2005-11-03,23.00,7.540,
2005-11-03,27.00,7.298,
2005-11-03,31.00,,"C"
2005-11-04,0.00,9.673,"H"
2005-11-04,1.00,9.558,"H"
2005-11-04,2.00,9.658,"H"
2005-11-04,3.00,9.889,"H"
2005-11-04,4.00,9.564,"H"
2005-11-04,5.00,9.811,"H"
2005-11-04,6.00,9.621,"H"
2005-11-04,7.00,9.820,"H"
2005-11-04,7.50,9.634,"H"
2005-11-04,8.00,,"C"
2005-11-04,8.50,9.712,"H"
2005-11-04,9.00,9.742,"H"
2005-11-04,9.50,9.704,"H"
2005-11-04,10.00,9.725,"H"
2005-11-04,10.50,9.788,"H"
2005-11-04,11.00,9.878,"H"
2005-11-04,11.50,9.703,"H"
2005-11-04,12.00,9.871,"H"
2005-11-04,12.50,9.907,"H"
2005-11-04,13.00,9.712,"H"
2005-11-04,13.50,9.918,"H"
2005-11-04,14.00,9.873,"H"
2005-11-04,16.00,9.760,"H"
2005-11-04,19.00,9.308,"H"
2005-11-04,23.00,7.537,
2005-11-04,27.00,7.327,
2005-11-04,31.00,6.642,
2005-11-05,0.00,9.496,
2005-11-05,1.00,9.384,"H"
2005-11-05,2.00,9.479,"H"
2005-11-05,3.00,9.706,"H"
2005-11-05,4.00,9.390,"H"
2005-11-05,5.00,9.627,"H"
2005-11-05,6.00,9.452,"H"
2005-11-05,7.00,9.637,"H"
2005-11-05,7.50,9.457,"H"
2005-11-05,8.00,9.590,"H"
2005-11-05,8.50,9.537,"H"
2005-11-05,9.00,,"C"
2005-11-05,9.50,9.506,"H"
2005-11-05,10.00,9.547,"H"
2005-11-05,10.50,9.623,"H"
2005-11-05,11.00,9.703,"H"
2005-11-05,11.50,9.523,"H"
2005-11-05,12.00,9.697,"H"
2005-11-05,12.50,9.723,"H"
2005-11-05,13.00,9.532,"H"
2005-11-05,13.50,9.743,"H"
2005-11-05,14.00,9.721,"H"
2005-11-05,16.00,9.578,"H"
2005-11-05,19.00,9.558,"H"
2005-11-05,23.00,7.547,
2005-11-05,27.00,7.326,
2005-11-05,31.00,6.636,
2005-11-06,0.00,9.388,
2005-11-06,1.00,9.202,"H"
2005-11-06,2.00,9.302,"H"
2005-11-06,3.00,9.527,"H"
2005-11-06,4.00,9.214,"H"
2005-11-06,5.00,9.450,"H"
2005-11-06,6.00,9.271,"H"
2005-11-06,7.00,9.457,"H"
2005-11-06,7.50,9.276,"H"
2005-11-06,8.00,9.409,"H"
2005-11-06,8.50,9.356,"H"
2005-11-06,9.00,9.393,"H"
2005-11-06,9.50,9.397,"H"
2005-11-06,10.00,9.370,"H"
2005-11-06,10.50,9.446,"H"
2005-11-06,11.00,9.522,"H"
2005-11-06,11.50,9.352,"H"
2005-11-06,12.00,9.517,"H"
2005-11-06,12.50,9.517,"H"
2005-11-06,13.00,9.340,"H"
2005-11-06,13.50,9.547,"H"
2005-11-06,14.00,9.538,"H"
2005-11-06,16.00,9.414,"H"
2005-11-06,19.00,9.438,"H"
2005-11-06,23.00,7.626,
2005-11-06,27.00,7.407,
2005-11-06,31.00,6.773,
2005-11-07,0.00,9.284,
2005-11-07,1.00,9.102,"H"
2005-11-07,2.00,9.187,"H"
2005-11-07,3.00,9.399,"H"
2005-11-07,4.00,9.076,"H"
2005-11-07,5.00,9.310,"H"
2005-11-07,6.00,9.134,"H"
2005-11-07,7.00,9.307,"H"
2005-11-07,7.50,9.130,"H"
2005-11-07,8.00,,"C"
2005-11-07,8.50,9.198,"H"
2005-11-07,9.00,9.236,"H"
2005-11-07,9.50,9.312,"H"
2005-11-07,10.00,9.225,"H"
2005-11-07,10.50,9.291,"H"
2005-11-07,11.00,9.368,"H"
2005-11-07,11.50,9.195,"H"
2005-11-07,12.00,9.369,"H"
2005-11-07,12.50,9.341,"H"
2005-11-07,13.00,9.186,"H"
