"","Date","Yahara (Inflow cfs)","Six Mile (Inflow cfs)","Dorn (Inflow cfs)","Pheasant (Inflow cfs)","Yahara (Outflow cfs)","SumInflow_ft3","Inflow_m3s","Outflow_m3s","Out.vs.In"
"801",2009-12-09,71,NA,NA,3.6,310,74.6,2.11243675636,8.778222446,4.15549597855228
"802",2009-12-10,88,NA,NA,3.3,306,91.3,2.58532809458,8.6649550596,3.35158817086528
"803",2009-12-11,79,NA,NA,2.9,306,81.9,2.31914973654,8.6649550596,3.73626373626374
"804",2009-12-12,75,NA,NA,2.8,304,77.8,2.20305066548,8.6083213664,3.90745501285347
"805",2009-12-13,82,NA,NA,3.1,302,85.1,2.40976364566,8.5516876732,3.54876615746181
"806",2009-12-14,82,NA,NA,3.5,300,85.5,2.4210903843,8.49505398,3.50877192982456
"807",2009-12-15,74,NA,NA,3.4,285,77.4,2.19172392684,8.070301281,3.68217054263566
"808",2009-12-16,67,NA,NA,3,266,70,1.982179262,7.5322811956,3.8
"809",2009-12-17,77,NA,NA,2.9,293,79.9,2.26251604334,8.2968360538,3.66708385481852
"810",2009-12-18,77,NA,NA,3,291,80,2.265347728,8.2402023606,3.6375
"811",2009-12-19,78,NA,NA,3.1,289,81.1,2.29649625926,8.1835686674,3.56350184956843
"812",2009-12-20,75,NA,NA,3.1,293,78.1,2.21154571946,8.2968360538,3.75160051216389
"813",2009-12-21,77,NA,NA,3.1,290,80.1,2.26817941266,8.211885514,3.62047440699126
"814",2009-12-22,80,NA,NA,3.1,288,83.1,2.35312995246,8.1552518208,3.46570397111913
"815",2009-12-23,82,NA,NA,3.1,291,85.1,2.40976364566,8.2402023606,3.41950646298472
"816",2009-12-24,86,NA,NA,4.7,296,90.7,2.56833798662,8.3817865936,3.26350606394708
"817",2009-12-25,139,NA,NA,37,307,176,4.9837650016,8.6932719062,1.74431818181818
"818",2009-12-26,208,NA,NA,34,288,242,6.8526768772,8.1552518208,1.1900826446281
"819",2009-12-27,172,NA,NA,21,277,193,5.4651513938,7.8437665082,1.43523316062176
"820",2009-12-28,133,NA,NA,15,286,148,4.1908932968,8.0986181276,1.93243243243243
"821",2009-12-29,101,NA,NA,10,287,111,3.1431699726,8.1269349742,2.58558558558559
"822",2009-12-30,100,NA,NA,6.7,284,106.7,3.02140753222,8.0419844344,2.66166822867854
"823",2009-12-31,98,NA,NA,5.5,275,103.5,2.9307936231,7.787132815,2.65700483091787
"824",2010-01-01,96,NA,NA,4.5,271,100.5,2.8458430833,7.6738654286,2.69651741293532
"825",2010-01-02,94,NA,NA,3.9,271,97.9,2.77221928214,7.6738654286,2.76813074565884
"826",2010-01-03,90,NA,NA,3.6,269,93.6,2.65045684176,7.6172317354,2.87393162393162
"827",2010-01-04,88,NA,NA,3.4,265,91.4,2.58815977924,7.503964349,2.89934354485777
"828",2010-01-05,86,NA,NA,3.4,256,89.4,2.53152608604,7.2491127296,2.86353467561521
"829",2010-01-06,84,NA,NA,3.3,250,87.3,2.47206070818,7.07921165,2.86368843069874
"830",2010-01-07,87,NA,NA,3.5,268,90.5,2.5626746173,7.5889148888,2.96132596685083
"831",2010-01-08,92,NA,NA,3.3,242,95.3,2.69859548098,6.8526768772,2.53934942287513
"832",2010-01-09,90,NA,NA,3.2,244,93.2,2.63913010312,6.9093105704,2.61802575107296
"833",2010-01-10,86,NA,NA,3.1,242,89.1,2.52303103206,6.8526768772,2.71604938271605
"834",2010-01-11,90,NA,NA,3.2,239,93.2,2.63913010312,6.7677263374,2.56437768240343
"835",2010-01-12,88,NA,NA,3.1,164,91.1,2.57966472526,4.6439628424,1.80021953896817
"836",2010-01-13,86,NA,NA,3.1,115,89.1,2.52303103206,3.256437359,1.29068462401796
"837",2010-01-14,84,NA,NA,3.2,115,87.2,2.46922902352,3.256437359,1.31880733944954
"838",2010-01-15,88,NA,NA,3.3,113,91.3,2.58532809458,3.1998036658,1.23767798466594
"839",2010-01-16,92,NA,NA,3.2,125,95.2,2.69576379632,3.539605825,1.31302521008403
"840",2010-01-17,90,NA,NA,3.1,122,93.1,2.63629841846,3.4546552852,1.31041890440387
"841",2010-01-18,86,NA,NA,3.2,116,89.2,2.52586271672,3.2847542056,1.30044843049327
"842",2010-01-19,90,NA,NA,3.1,124,93.1,2.63629841846,3.5112889784,1.33190118152524
"843",2010-01-20,90,NA,NA,3,127,93,2.6334667338,3.5962395182,1.36559139784946
"844",2010-01-21,88,NA,NA,2.9,126,90.9,2.57400135594,3.5679226716,1.38613861386139
"845",2010-01-22,82,NA,NA,2.9,126,84.9,2.40410027634,3.5679226716,1.48409893992933
"846",2010-01-23,85,NA,NA,3.1,128,88.1,2.49471418546,3.6245563648,1.45289443813848
"847",2010-01-24,96,NA,NA,19,152,115,3.256437359,4.3041606832,1.32173913043478
"848",2010-01-25,92,NA,NA,19,142,111,3.1431699726,4.0209922172,1.27927927927928
"849",2010-01-26,90,NA,NA,14,140,104,2.9449520464,3.964358524,1.34615384615385
"850",2010-01-27,90,NA,NA,9.6,138,99.6,2.82035792136,3.9077248308,1.3855421686747
"851",2010-01-28,88,NA,NA,6.8,136,94.8,2.68443705768,3.8510911376,1.43459915611814
"852",2010-01-29,87,NA,NA,4.7,137,91.7,2.59665483322,3.8794079842,1.49400218102508
"853",2010-01-30,85,NA,NA,3.7,139,88.7,2.51170429342,3.9360416774,1.56708004509583
"854",2010-01-31,83,NA,NA,3.4,141,86.4,2.44657554624,3.9926753706,1.63194444444444
"855",2010-02-01,81,NA,NA,3.2,142,84.2,2.38427848372,4.0209922172,1.68646080760095
"856",2010-02-02,83,NA,NA,3.2,145,86.2,2.44091217692,4.105942757,1.68213457076566
"857",2010-02-03,87,NA,NA,3.2,140,90.2,2.55417956332,3.964358524,1.55210643015521
"858",2010-02-04,84,NA,NA,3.1,142,87.1,2.46639733886,4.0209922172,1.63030998851894
"859",2010-02-05,87,NA,NA,3.1,141,90.1,2.55134787866,3.9926753706,1.56492785793563
"860",2010-02-06,84,NA,NA,3,132,87,2.4635656542,3.7378237512,1.51724137931034
"861",2010-02-07,82,NA,NA,2.9,136,84.9,2.40410027634,3.8510911376,1.60188457008245
"862",2010-02-08,84,NA,NA,3,143,87,2.4635656542,4.0493090638,1.64367816091954
"863",2010-02-09,85,NA,NA,3.1,148,88.1,2.49471418546,4.1908932968,1.67990919409762
"864",2010-02-10,80,NA,NA,3,146,83,2.3502982678,4.1342596036,1.75903614457831
"865",2010-02-11,81,NA,NA,3,142,84,2.3786151144,4.0209922172,1.69047619047619
"866",2010-02-12,79,NA,NA,3,140,82,2.3219814212,3.964358524,1.70731707317073
"867",2010-02-13,81,NA,NA,2.9,138,83.9,2.37578342974,3.9077248308,1.64481525625745
"868",2010-02-14,82,NA,NA,2.8,135,84.8,2.40126859168,3.822774291,1.59198113207547
"869",2010-02-15,85,NA,NA,2.9,138,87.9,2.48905081614,3.9077248308,1.56996587030717
"870",2010-02-16,83,NA,NA,2.9,139,85.9,2.43241712294,3.9360416774,1.61816065192084
"871",2010-02-17,79,NA,NA,2.8,142,81.8,2.31631805188,4.0209922172,1.7359413202934
"872",2010-02-18,77,NA,NA,2.9,139,79.9,2.26251604334,3.9360416774,1.73967459324155
"873",2010-02-19,75,NA,NA,2.8,137,77.8,2.20305066548,3.8794079842,1.76092544987147
"874",2010-02-20,74,NA,NA,2.9,144,76.9,2.17756550354,4.0776259104,1.87256176853056
"875",2010-02-21,76,NA,NA,2.9,142,78.9,2.23419919674,4.0209922172,1.79974651457541
"876",2010-02-22,75,NA,NA,3.1,146,78.1,2.21154571946,4.1342596036,1.86939820742638
"877",2010-02-23,76,NA,NA,3.3,144,79.3,2.24552593538,4.0776259104,1.81588902900378
"878",2010-02-24,76,NA,NA,3,140,79,2.2370308814,3.964358524,1.77215189873418
"879",2010-02-25,69,NA,NA,2.9,138,71.9,2.03598127054,3.9077248308,1.91933240611961
"880",2010-02-26,72,NA,NA,2.8,134,74.8,2.11810012568,3.7944574444,1.79144385026738
"881",2010-02-27,74,NA,NA,2.8,134,76.8,2.17473381888,3.7944574444,1.74479166666667
"882",2010-02-28,73,NA,NA,2.9,139,75.9,2.14924865694,3.9360416774,1.83135704874835
"883",2010-03-01,72,NA,NA,3.1,139,75.1,2.12659517966,3.9360416774,1.8508655126498
"884",2010-03-02,72,NA,NA,3.3,94,75.3,2.13225854898,2.6617835804,1.24833997343958
"885",2010-03-03,69,NA,NA,3.2,92,72.2,2.04447632452,2.6051498872,1.27423822714681
"886",2010-03-04,70,NA,NA,3.3,85,73.3,2.07562485578,2.406931961,1.15961800818554
"887",2010-03-05,71,NA,NA,3.5,80,74.5,2.1096050717,2.265347728,1.0738255033557
"888",2010-03-06,71,NA,NA,3.9,71,74.9,2.12093181034,2.0104961086,0.947930574098798
"889",2010-03-07,75,NA,NA,4.6,72,79.6,2.25402098936,2.0388129552,0.904522613065327
"890",2010-03-08,79,NA,NA,6.1,70,85.1,2.40976364566,1.982179262,0.82256169212691
"891",2010-03-09,100,NA,NA,12,71,112,3.1714868192,2.0104961086,0.633928571428571
"892",2010-03-10,161,NA,NA,34,83,195,5.521785087,2.3502982678,0.425641025641026
"893",2010-03-11,261,NA,NA,37,110,298,8.4384202868,3.114853126,0.369127516778524
"894",2010-03-12,322,NA,NA,37,130,359,10.1657479294,3.681190058,0.362116991643454
"895",2010-03-13,332,NA,NA,29,75,361,10.2223816226,2.123763495,0.207756232686981
"896",2010-03-14,247,NA,NA,23,78,270,7.645548582,2.2087140348,0.288888888888889
"897",2010-03-15,167,NA,NA,17,80,184,5.2102997744,2.265347728,0.434782608695652
"898",2010-03-16,131,NA,NA,11,82,142,4.0209922172,2.3219814212,0.577464788732394
"899",2010-03-17,113,NA,NA,7.8,81,120.8,3.42067506928,2.2936645746,0.670529801324503
"900",2010-03-18,99,NA,NA,6.4,82,105.4,2.98459563164,2.3219814212,0.777988614800759
"901",2010-03-19,112,NA,NA,5.7,83,117.7,3.33289284482,2.3502982678,0.70518266779949
"902",2010-03-20,96,NA,NA,5.9,79,101.9,2.88548666854,2.2370308814,0.775269872423945
"903",2010-03-21,97,NA,NA,5.5,79,102.5,2.9024767765,2.2370308814,0.770731707317073
"904",2010-03-22,93,NA,NA,4.9,82,97.9,2.77221928214,2.3219814212,0.83758937691522
"905",2010-03-23,88,NA,NA,4.5,82,92.5,2.6193083105,2.3219814212,0.886486486486487
"906",2010-03-24,87,NA,NA,4.3,82,91.3,2.58532809458,2.3219814212,0.898138006571742
"907",2010-03-25,95,NA,NA,4.1,79,99.1,2.80619949806,2.2370308814,0.797174571140262
"908",2010-03-26,68,NA,NA,3.8,82,71.8,2.03314958588,2.3219814212,1.14206128133705
"909",2010-03-27,91,NA,NA,3.8,81,94.8,2.68443705768,2.2936645746,0.854430379746836
"910",2010-03-28,83,NA,NA,3.7,78,86.7,2.45507060022,2.2087140348,0.899653979238754
"911",2010-03-29,74,NA,NA,3.6,76,77.6,2.19738729616,2.1520803416,0.979381443298969
"912",2010-03-30,53,NA,NA,3.6,76,56.6,1.60273351756,2.1520803416,1.34275618374558
"913",2010-03-31,107,NA,NA,3.6,57,110.6,3.13184323396,1.6140602562,0.515370705244123
"914",2010-04-01,66,NA,NA,3.6,46,69.6,1.97085252336,1.3025749436,0.660919540229885
"915",2010-04-02,67,NA,NA,3.5,45,70.5,1.9963376853,1.274258097,0.638297872340426
"916",2010-04-03,86,NA,NA,3.7,49,89.7,2.54002114002,1.3875254834,0.546265328874024
"917",2010-04-04,91,NA,NA,3.3,47,94.3,2.67027863438,1.3308917902,0.498409331919406
"918",2010-04-05,88,NA,NA,3.4,47,91.4,2.58815977924,1.3308917902,0.514223194748359
"919",2010-04-06,138,NA,NA,21,66,159,4.5023786094,1.8689118756,0.415094339622642
"920",2010-04-07,187,NA,NA,34,59,221,6.2580230986,1.6706939494,0.266968325791855
"921",2010-04-08,205,NA,NA,38,49,243,6.8809937238,1.3875254834,0.201646090534979
"922",2010-04-09,181,NA,NA,19,46,200,5.66336932,1.3025749436,0.23
"923",2010-04-10,123,NA,NA,13,48,136,3.8510911376,1.3592086368,0.352941176470588
"924",2010-04-11,108,NA,NA,9.5,48,117.5,3.3272294755,1.3592086368,0.408510638297872
"925",2010-04-12,102,NA,NA,7,95,109,3.0865362794,2.690100427,0.871559633027523
"926",2010-04-13,96,NA,NA,5.5,159,101.5,2.8741599299,4.5023786094,1.56650246305419
"927",2010-04-14,83,NA,NA,4.7,199,87.7,2.48338744682,5.6350524734,2.2690992018244
"928",2010-04-15,76,NA,NA,4.3,229,80.3,2.27384278198,6.4845578714,2.85180572851806
"929",2010-04-16,116,NA,NA,4.2,228,120.2,3.40368496132,6.4562410248,1.89683860232945
"930",2010-04-17,88,NA,NA,3.8,250,91.8,2.59948651788,7.07921165,2.72331154684096
"931",2010-04-18,87,NA,NA,3.4,276,90.4,2.55984293264,7.8154496616,3.05309734513274
"932",2010-04-19,87,NA,NA,3.2,273,90.2,2.55417956332,7.7304991218,3.02660753880266
"933",2010-04-20,85,NA,NA,3.7,272,88.7,2.51170429342,7.7021822752,3.06651634723788
"934",2010-04-21,92,NA,NA,3.8,237,95.8,2.71275390428,6.7110926442,2.47390396659708
"935",2010-04-22,79,NA,NA,3.5,210,82.5,2.3361398445,5.946537786,2.54545454545455
"936",2010-04-23,85,NA,NA,3.3,184,88.3,2.50037755478,5.2102997744,2.08380520951302
"937",2010-04-24,106,NA,NA,6.3,151,112.3,3.17998187318,4.2758438366,1.34461264470169
"938",2010-04-25,93,NA,NA,24,155,117,3.3130710522,4.389111223,1.32478632478632
"939",2010-04-26,95,NA,NA,17,160,112,3.1714868192,4.530695456,1.42857142857143
"940",2010-04-27,82,NA,NA,11,143,93,2.6334667338,4.0493090638,1.53763440860215
"941",2010-04-28,81,NA,NA,8,105,89,2.5201993474,2.973268893,1.17977528089888
"942",2010-04-29,61,NA,NA,5.5,85,66.5,1.8830702989,2.406931961,1.2781954887218
"943",2010-04-30,83,NA,NA,7.1,92,90.1,2.55134787866,2.6051498872,1.02108768035516
"944",2010-05-01,92,NA,NA,13,89,105,2.973268893,2.5201993474,0.847619047619048
"945",2010-05-02,85,NA,NA,7.4,87,92.4,2.61647662584,2.4635656542,0.941558441558441
"946",2010-05-03,95,NA,NA,5.1,84,100.1,2.83451634466,2.3786151144,0.839160839160839
"947",2010-05-04,55,NA,NA,4,80,59,1.6706939494,2.265347728,1.35593220338983
"948",2010-05-05,92,NA,NA,3.9,77,95.9,2.71558558894,2.1803971882,0.802919708029197
"949",2010-05-06,106,NA,NA,3.4,71,109.4,3.09786301804,2.0104961086,0.648994515539305
"950",2010-05-07,72,NA,NA,6.4,76,78.4,2.22004077344,2.1520803416,0.969387755102041
"951",2010-05-08,93,NA,NA,8.1,75,101.1,2.86283319126,2.123763495,0.741839762611276
"952",2010-05-09,83,NA,NA,5.2,75,88.2,2.49754587012,2.123763495,0.850340136054422
"953",2010-05-10,89,NA,NA,4.1,74,93.1,2.63629841846,2.0954466484,0.79484425349087
"954",2010-05-11,89,NA,NA,16,83,105,2.973268893,2.3502982678,0.79047619047619
"955",2010-05-12,109,NA,NA,14,120,123,3.4829721318,3.398021592,0.975609756097561
"956",2010-05-13,171,NA,NA,54,146,225,6.371290485,4.1342596036,0.648888888888889
"957",2010-05-14,222,NA,NA,24,150,246,6.9659442636,4.24752699,0.609756097560976
"958",2010-05-15,134,NA,NA,15,146,149,4.2192101434,4.1342596036,0.979865771812081
"959",2010-05-16,101,NA,NA,10,143,111,3.1431699726,4.0493090638,1.28828828828829
"960",2010-05-17,92,NA,NA,6.9,189,98.9,2.80053612874,5.3518840074,1.91102123356926
"961",2010-05-18,92,NA,NA,4.8,247,96.8,2.74107075088,6.9942611102,2.55165289256198
"962",2010-05-19,92,NA,NA,4.1,274,96.1,2.72124895826,7.7588159684,2.85119667013528
"963",2010-05-20,83,NA,NA,3.8,274,86.8,2.45790228488,7.7588159684,3.15668202764977
"964",2010-05-21,98,NA,NA,5,274,103,2.9166351998,7.7588159684,2.66019417475728
"965",2010-05-22,86,NA,NA,4.2,274,90.2,2.55417956332,7.7588159684,3.03769401330377
"966",2010-05-23,89,NA,NA,3.6,273,92.6,2.62213999516,7.7304991218,2.94816414686825
"967",2010-05-24,87,NA,NA,3.4,268,90.4,2.55984293264,7.5889148888,2.9646017699115
"968",2010-05-25,90,NA,NA,4,277,94,2.6617835804,7.8437665082,2.9468085106383
"969",2010-05-26,160,NA,NA,8.1,269,168.1,4.76006191346,7.6172317354,1.60023795359905
"970",2010-05-27,99,NA,NA,21,263,120,3.398021592,7.4473306558,2.19166666666667
"971",2010-05-28,88,NA,NA,12,274,100,2.83168466,7.7588159684,2.74
"972",2010-05-29,82,NA,NA,8.4,312,90.4,2.55984293264,8.8348561392,3.45132743362832
"973",2010-05-30,77,NA,NA,6.4,308,83.4,2.36162500644,8.7215887528,3.69304556354916
"974",2010-05-31,85,NA,NA,4.6,289,89.6,2.53718945536,8.1835686674,3.22544642857143
"975",2010-06-01,71,NA,NA,3.6,240,74.6,2.11243675636,6.796043184,3.2171581769437
"976",2010-06-02,94,NA,NA,4.9,234,98.9,2.80053612874,6.6261421044,2.36602628918099
"977",2010-06-03,119,NA,NA,7.1,226,126.1,3.57075435626,6.3996073316,1.79222839016653
"978",2010-06-04,92,NA,NA,8.7,221,100.7,2.85150645262,6.2580230986,2.19463753723932
"979",2010-06-05,125,NA,NA,26,225,151,4.2758438366,6.371290485,1.49006622516556
"980",2010-06-06,174,NA,NA,67,202,241,6.8243600306,5.7200030132,0.838174273858921
"981",2010-06-07,142,NA,NA,23,193,165,4.672279689,5.4651513938,1.16969696969697
"982",2010-06-08,126,NA,NA,21,188,147,4.1625764502,5.3235671608,1.27891156462585
"983",2010-06-09,142,NA,NA,23,187,165,4.672279689,5.2952503142,1.13333333333333
"984",2010-06-10,121,NA,NA,15,183,136,3.8510911376,5.1819829278,1.34558823529412
"985",2010-06-11,88,NA,NA,11,181,99,2.8033678134,5.1253492346,1.82828282828283
"986",2010-06-12,107,NA,NA,7.1,162,114.1,3.23095219706,4.5873291492,1.41980718667835
"987",2010-06-13,86,NA,NA,5.5,142,91.5,2.5909914639,4.0209922172,1.55191256830601
"988",2010-06-14,91,NA,NA,5.9,134,96.9,2.74390243554,3.7944574444,1.3828689370485
"989",2010-06-15,90,NA,NA,13,137,103,2.9166351998,3.8794079842,1.33009708737864
"990",2010-06-16,134,NA,NA,19,130,153,4.3324775298,3.681190058,0.849673202614379
"991",2010-06-17,101,NA,NA,12,132,113,3.1998036658,3.7378237512,1.16814159292035
"992",2010-06-18,84,NA,NA,10,132,94,2.6617835804,3.7378237512,1.40425531914894
"993",2010-06-19,122,NA,NA,7,126,129,3.6528732114,3.5679226716,0.976744186046512
"994",2010-06-20,90,NA,NA,4.9,120,94.9,2.68726874234,3.398021592,1.26448893572181
"995",2010-06-21,71,NA,NA,9.4,135,80.4,2.27667446664,3.822774291,1.67910447761194
"996",2010-06-22,183,NA,NA,49,130,232,6.5695084112,3.681190058,0.560344827586207
"997",2010-06-23,302,NA,NA,112,144,414,11.7231744924,4.0776259104,0.347826086956522
"998",2010-06-24,471,NA,NA,33,146,504,14.2716906864,4.1342596036,0.28968253968254
"999",2010-06-25,245,NA,NA,17,152,262,7.4190138092,4.3041606832,0.580152671755725
"1000",2010-06-26,192,NA,NA,32,150,224,6.3429736384,4.24752699,0.669642857142857
"1001",2010-06-27,160,NA,NA,25,160,185,5.238616621,4.530695456,0.864864864864865
"1002",2010-06-28,202,NA,NA,18,140,220,6.229706252,3.964358524,0.636363636363636
"1003",2010-06-29,149,NA,NA,12,137,161,4.5590123026,3.8794079842,0.850931677018634
"1004",2010-06-30,117,NA,NA,9.2,136,126.2,3.57358604092,3.8510911376,1.07765451664025
"1005",2010-07-01,101,NA,NA,6.7,142,107.7,3.04972437882,4.0209922172,1.31847725162488
"1006",2010-07-02,94,NA,NA,4.9,161,98.9,2.80053612874,4.5590123026,1.62790697674419
"1007",2010-07-03,101,NA,NA,4.1,177,105.1,2.97610057766,5.0120818482,1.68411037107517
"1008",2010-07-04,73,NA,NA,3.8,192,76.8,2.17473381888,5.4368345472,2.5
"1009",2010-07-05,122,NA,NA,5.2,214,127.2,3.60190288752,6.0598051724,1.68238993710692
"1010",2010-07-06,111,NA,NA,7.6,235,118.6,3.35837800676,6.654458951,1.9814502529511
"1011",2010-07-07,102,NA,NA,4.9,247,106.9,3.02707090154,6.9942611102,2.31057062675398
"1012",2010-07-08,127,NA,NA,4.6,238,131.6,3.72649701256,6.7394094908,1.80851063829787
"1013",2010-07-09,105,NA,NA,4,250,109,3.0865362794,7.07921165,2.29357798165138
"1014",2010-07-10,97,NA,NA,3.6,274,100.6,2.84867476796,7.7588159684,2.72365805168986
"1015",2010-07-11,97,NA,NA,3.4,273,100.4,2.84301139864,7.7304991218,2.7191235059761
"1016",2010-07-12,99,NA,NA,3.5,272,102.5,2.9024767765,7.7021822752,2.65365853658537
"1017",2010-07-13,93,NA,NA,3.4,276,96.4,2.72974401224,7.8154496616,2.86307053941909
"1018",2010-07-14,83,NA,NA,3.3,275,86.3,2.44374386158,7.787132815,3.18655851680185
"1019",2010-07-15,219,NA,NA,24,297,243,6.8809937238,8.4101034402,1.22222222222222
"1020",2010-07-16,342,NA,NA,13,290,355,10.052480543,8.211885514,0.816901408450704
"1021",2010-07-17,244,NA,NA,8.8,290,252.8,7.15849882048,8.211885514,1.14715189873418
"1022",2010-07-18,129,NA,NA,7.4,290,136.4,3.86241787624,8.211885514,2.12609970674487
"1023",2010-07-19,116,NA,NA,5.2,288,121.2,3.43200180792,8.1552518208,2.37623762376238
"1024",2010-07-20,114,NA,NA,4.1,287,118.1,3.34421958346,8.1269349742,2.43014394580864
"1025",2010-07-21,101,NA,NA,3.4,285,104.4,2.95627878504,8.070301281,2.72988505747126
"1026",2010-07-22,175,NA,NA,50,271,225,6.371290485,7.6738654286,1.20444444444444
"1027",2010-07-23,737,NA,NA,130,200,867,24.5507060022,5.66336932,0.230680507497116
"1028",2010-07-24,826,NA,NA,79,196,905,25.626746173,5.5501019336,0.216574585635359
"1029",2010-07-25,541,NA,NA,31,201,572,16.1972362552,5.6916861666,0.351398601398601
"1030",2010-07-26,224,NA,NA,18,194,242,6.8526768772,5.4934682404,0.801652892561983
"1031",2010-07-27,136,NA,NA,13,197,149,4.2192101434,5.5784187802,1.32214765100671
"1032",2010-07-28,171,NA,NA,9.9,202,180.9,5.12251754994,5.7200030132,1.11663902708679
"1033",2010-07-29,134,NA,NA,6.8,195,140.8,3.98701200128,5.521785087,1.38494318181818
"1034",2010-07-30,129,NA,NA,5.1,194,134.1,3.79728912906,5.4934682404,1.44668158090977
"1035",2010-07-31,124,NA,NA,4.8,196,128.8,3.64720984208,5.5501019336,1.52173913043478
"1036",2010-08-01,112,NA,NA,4,197,116,3.2847542056,5.5784187802,1.69827586206897
"1037",2010-08-02,110,NA,NA,2.7,194,112.7,3.19130861182,5.4934682404,1.72138420585626
"1038",2010-08-03,113,NA,NA,3.7,187,116.7,3.30457599822,5.2952503142,1.60239931448158
"1039",2010-08-04,108,NA,NA,3.9,186,111.9,3.16865513454,5.2669334676,1.66219839142091
"1040",2010-08-05,106,NA,NA,3.5,186,109.5,3.1006947027,5.2669334676,1.6986301369863
"1041",2010-08-06,103,NA,NA,3.3,188,106.3,3.01008079358,5.3235671608,1.76857949200376
"1042",2010-08-07,85,NA,NA,3.2,184,88.2,2.49754587012,5.2102997744,2.08616780045351
"1043",2010-08-08,118,NA,NA,21,191,139,3.9360416774,5.4085177006,1.37410071942446
"1044",2010-08-09,163,NA,NA,45,190,208,5.8899040928,5.380200854,0.913461538461538
"1045",2010-08-10,171,NA,NA,21,181,192,5.4368345472,5.1253492346,0.942708333333333
"1046",2010-08-11,122,NA,NA,13,182,135,3.822774291,5.1536660812,1.34814814814815
"1047",2010-08-12,102,NA,NA,9,181,111,3.1431699726,5.1253492346,1.63063063063063
"1048",2010-08-13,112,NA,NA,22,200,134,3.7944574444,5.66336932,1.49253731343284
"1049",2010-08-14,170,NA,NA,57,163,227,6.4279241782,4.6156459958,0.718061674008811
"1050",2010-08-15,147,NA,NA,19,158,166,4.7005965356,4.4740617628,0.951807228915663
"1051",2010-08-16,134,NA,NA,12,154,146,4.1342596036,4.3607943764,1.05479452054795
"1052",2010-08-17,119,NA,NA,9.1,148,128.1,3.62738804946,4.1908932968,1.15534738485558
"1053",2010-08-18,108,NA,NA,6.7,145,114.7,3.24794230502,4.105942757,1.26416739319965
"1054",2010-08-19,110,NA,NA,5.2,144,115.2,3.26210072832,4.0776259104,1.25
"1055",2010-08-20,107,NA,NA,5.1,148,112.1,3.17431850386,4.1908932968,1.32024977698484
"1056",2010-08-21,116,NA,NA,6.4,147,122.4,3.46598202384,4.1625764502,1.20098039215686
"1057",2010-08-22,106,NA,NA,4.8,148,110.8,3.13750660328,4.1908932968,1.33574007220217
"1058",2010-08-23,99,NA,NA,4.2,148,103.2,2.92229856912,4.1908932968,1.43410852713178
"1059",2010-08-24,104,NA,NA,3.2,147,107.2,3.03556595552,4.1625764502,1.37126865671642
"1060",2010-08-25,107,NA,NA,4.2,148,111.2,3.14883334192,4.1908932968,1.33093525179856
"1061",2010-08-26,94,NA,NA,4,150,98,2.7750509668,4.24752699,1.53061224489796
"1062",2010-08-27,91,NA,NA,3.5,156,94.5,2.6759420037,4.4174280696,1.65079365079365
"1063",2010-08-28,103,NA,NA,3.3,154,106.3,3.01008079358,4.3607943764,1.44873000940734
"1064",2010-08-29,92,NA,NA,3.2,152,95.2,2.69576379632,4.3041606832,1.59663865546218
"1065",2010-08-30,85,NA,NA,3.3,144,88.3,2.50037755478,4.0776259104,1.63080407701019
"1066",2010-08-31,115,NA,NA,5.7,149,120.7,3.41784338462,4.2192101434,1.23446561723281
"1067",2010-09-01,152,NA,NA,29,164,181,5.1253492346,4.6439628424,0.906077348066298
"1068",2010-09-02,130,NA,NA,21,176,151,4.2758438366,4.9837650016,1.16556291390728
"1069",2010-09-03,167,NA,NA,28,164,195,5.521785087,4.6439628424,0.841025641025641
"1070",2010-09-04,166,NA,NA,14,160,180,5.097032388,4.530695456,0.888888888888889
"1071",2010-09-05,126,NA,NA,10,157,136,3.8510911376,4.4457449162,1.15441176470588
"1072",2010-09-06,98,NA,NA,8.1,154,106.1,3.00441742426,4.3607943764,1.45146088595664
"1073",2010-09-07,132,NA,NA,6.3,157,138.3,3.91621988478,4.4457449162,1.1352133044107
"1074",2010-09-08,131,NA,NA,4.5,153,135.5,3.8369327143,4.3324775298,1.12915129151292
"1075",2010-09-09,106,NA,NA,3.6,152,109.6,3.10352638736,4.3041606832,1.38686131386861
"1076",2010-09-10,102,NA,NA,3.2,154,105.2,2.97893226232,4.3607943764,1.4638783269962
"1077",2010-09-11,99,NA,NA,3.4,156,102.4,2.89964509184,4.4174280696,1.5234375
"1078",2010-09-12,102,NA,NA,3,157,105,2.973268893,4.4457449162,1.4952380952381
"1079",2010-09-13,100,NA,NA,3.1,152,103.1,2.91946688446,4.3041606832,1.47429679922405
"1080",2010-09-14,97,NA,NA,2.6,154,99.6,2.82035792136,4.3607943764,1.54618473895582
"1081",2010-09-15,93,NA,NA,2.5,154,95.5,2.7042588503,4.3607943764,1.61256544502618
"1082",2010-09-16,95,NA,NA,2.8,167,97.8,2.76938759748,4.7289133822,1.70756646216769
"1083",2010-09-17,92,NA,NA,2.7,182,94.7,2.68160537302,5.1536660812,1.92185850052798
"1084",2010-09-18,91,NA,NA,27,187,118,3.3413878988,5.2952503142,1.58474576271186
"1085",2010-09-19,98,NA,NA,16,158,114,3.2281205124,4.4740617628,1.3859649122807
